station_id,latitude,longitude,country_code,name
AYW00087602,-77.4167,163.6833,MARBLE_POINT,**
AYW00090001,-90,0,AMUNDSEN_SCOTT,**
AYXLT036763,-62.98,-60.57,DECEPTION_ISLAND,**
AYXLT068358,-71.43,-68.93,URANUS_GLACIER,**
AYXLT096289,-64.88,-62.88,BASE_ALMIRANTE_BROWN,**
AYXLT139919,-74.5,123,DOME_C,**
AYXLT157724,-64.8,-64.1,PALMER,**
AYXLT276695,-77.9667,-38.8,BELGRANO_I,**
AYXLT290165,-65.4,-64.4,FARADAY,**
AYXLT303433,-77.22,166.43,CAPE_BIRD,**
AYXLT334272,-83.89,-134.14,BRIANNA,**
AYXLT433578,-70.7,44.29,MIZUHO,**
AYXLT482067,-60.7083,-45.595,SIGNY_ISLAND,**
AYXLT504397,-62.42,-58.88,CENTRO_METAN,**
AYXLT545053,-64.97,-60.05,TENIENTE_MATIENZO_A,**
AYXLT546296,-63.5,-57.3,PETREL,**
AYXLT606419,-67.8,-68.9,ADELAIDE,**
AYXLT687815,-77.7,167.7,WINDLESS_BIGHT,**
AYXLT825242,-77.85,167,WILLIE_FIELD,**
AYXLT885346,-63.3,-57.9,O_HIGGINS,**
AYXLT975160,-75.42,-59.95,LIMBERT,**
CA002100636,69.5667,-138.9167,HERSCHEL_ISLAND,**
CA002100660,69.1667,-140.15,IVVAVIK_NAT_PARK,**
CA002100682,69.6167,-140.2,KOMAKUK_BEACH,**
CA002100685,69.5833,-140.1833,KOMAKUK_BEACH_A,**
CA002100697,68.8,-140.85,MARGARET_LAKE,**
CA002100950,68.95,-137.2167,SHINGLE_POINT_A,**
CA002200100,68.2167,-135,AKLAVIK_A,**
CA002200675,70.1667,-124.7167,CAPE_PARRY_A,**
CA002202570,68.3,-133.4833,INUVIK_A,**
CA002202578,68.3167,-133.5167,INUVIK_CLIMATE,**
CA002202580,68.3,-133.4833,INUVIK_CDA,**
CA002202582,68.3167,-133.5167,INUVIK_UA,**
CA002202750,69.9333,-128.9667,NICHOLSON_PENINSULA,**
CA002203057,69.3667,-124.0833,PAULATUK_A,**
CA002203058,69.35,-124.0833,PAULATUK,**
CA002203095,69.6333,-135.45,PELLY_ISLAND,**
CA002203910,69.45,-133,TUKTOYAKTUK,**
CA002203912,69.4333,-133.0333,TUKTOYAKTUK_A,**
CA002203914,69.4333,-133.0167,TUKTOYAKTUK,**
CA002203918,69.2,-122.3667,TUKTUT_NOGAIT,**
CA00220B68C,69.6,-130.9167,LIVERPOOL_BAY,**
CA00220N005,68.75,-133.5,TRAIL_VALLEY,**
CA002300551,66.8333,-108.0167,BATHURST_INLET,**
CA002300750,69.5833,-120.8,CLINTON_POINT,**
CA002300850,65.4833,-110.3667,CONTWOYTO_LAKE,**
CA002302335,68.6333,-95.85,GJOA_HAVEN_A,**
CA002302337,68.6333,-95.85,GJOA_HAVEN,**
CA002302340,68.6333,-95.85,GJOA_HAVEN_CLIMATE,**
CA002302370,68.3167,-100.0833,HAT_ISLAND,**
CA002302680,68.5,-113.2167,LADY_FRANKLIN_POINT_A,**
CA0023026HN,65.7667,-111.25,LUPIN_A,**
CA002303090,68.4333,-89.7167,PELLY_BAY,**
CA002303092,68.5333,-89.8,KUGAARUK_A,**
CA002303093,68.4333,-89.7333,CAM_FOUR,**
CA002303094,68.5333,-89.8,KUGAARUK_CLIMATE,**
CA002303610,65.1,-102.4333,ROBERTSON_LAKE_AUT,**
CA002303685,68.8167,-93.4333,SHEPHERD_BAY_A,**
CA00230J01Q,69.2833,-119.2167,CROKER_RIVER,**
CA00230N002,65.75,-111.25,LUPIN_CS,**
CA002400300,82.5167,-62.2833,ALERT,**
CA002400305,82.5,-62.3333,ALERT_CLIMATE,**
CA002400306,82.5,-62.3333,ALERT_UA,**
CA002400400,73.0333,-85.15,ARCTIC_BAY,**
CA002400404,73,-85.0167,ARCTIC_BAY_CS,**
CA002400570,67.5333,-63.7833,FOX_FIVE,**
CA002400572,67.55,-64.0333,QIKIQTARJUAQ_A,**
CA002400573,67.55,-64.0333,QIKIQTARJUAQ_CLIMATE,**
CA002400577,67.55,-64.0333,QIKIQTARJUAQ,**
CA002400595,68.75,-109.0667,BYRON_BAY_A,**
CA002400600,69.1,-105.1333,CAMBRIDGE_BAY_A,**
CA002400602,69.1,-105.1333,CAMBRIDGE_BAY_GSN,**
CA002400650,66.65,-61.3833,CAPE_DYER,**
CA002400654,66.5833,-61.6167,CAPE_DYER_A,**
CA002400660,68.4667,-66.8167,CAPE_HOOPER,**
CA002400697,69.0333,-107.8167,CAPE_PEEL_WEST,**
CA002400800,70.4833,-68.5167,CLYDE_A,**
CA002400802,70.4833,-68.5167,CLYDE_RIVER_CLIMATE,**
CA002400804,70.4833,-68.5167,CLYDE_RIVER,**
CA002401030,68.65,-71.1667,DEWAR_LAKES,**
CA002401200,79.9833,-85.9333,EUREKA,**
CA002402051,72.0167,-94.2,FORT_ROSS,**
CA002402332,70.6333,-100.2667,GATESHEAD_ISLAND,**
CA002402340,68.6667,-97.8,GLADMAN_POINT_A,**
CA002402350,68.7833,-81.25,HALL_BEACH_A,**
CA002402351,76.4167,-82.9,GRISE_FIORD_CLIMATE,**
CA002402353,68.7833,-81.25,HALL_BEACH_CLIMATE,**
CA002402354,68.7833,-81.25,HALL_BEACH,**
CA002402540,69.3833,-81.8,IGLOOLIK,**
CA002402543,69.3667,-81.8167,IGLOOLIK_A,**
CA002402600,78.7833,-103.5333,ISACHSEN,**
CA002402604,78.8,-103.55,ISACHSEN_AUT,**
CA002402684,68.9,-75.1333,LONGSTAFF_BLUFF,**
CA002402686,68.3,-85.6667,MACKAR_INLET,**
CA002402730,72.9833,-84.6167,NANISIVIK_A,**
CA002403000,67.0333,-62.7333,PADLOPING_ISLAND,**
CA002403049,66.15,-65.7167,PANGNIRTUNG,**
CA002403050,66.1333,-65.7333,PANGNIRTUNG,**
CA002403053,66.15,-65.7167,PANGNIRTUNG_A,**
CA002403200,72.6833,-77.9833,POND_INLET,**
CA002403201,72.6833,-77.9667,POND_INLET_A,**
CA002403204,72.7,-77.95,POND_INLET_CLIMATE,**
CA002403206,72.6833,-77.9667,POND_INLET,**
CA002403450,75.3833,-105.7167,REA_POINT,**
CA002403490,66.5167,-86.2167,REPULSE_BAY_A,**
CA002403500,74.7167,-94.9667,RESOLUTE_CARS,**
CA002403505,74.7167,-94.9833,RESOLUTE_CS,**
CA002403625,69.0833,-79.0333,ROWLEY_ISLAND,**
CA002403756,73.7667,-105.3,STEFANSSON_ISLAND,**
CA002403800,69.5333,-93.5167,SPENCE_BAY,**
CA002403833,81.1667,-91.8167,SVARTEVAEG,**
CA002403854,69.55,-93.5833,TALOYOAK_A,**
CA002403945,65.8833,-89.45,WAGER_BAY_AUT,**
CA002500440,74.1333,-119.9833,AULAVIK_NATIONAL_PARK,**
CA002502500,70.7333,-117.7833,HOLMAN,**
CA002502501,70.7667,-117.8,ULUKHAKTOK_A,**
CA002502505,70.7667,-117.8,HOLMAN_CS,**
CA002502700,76.2333,-119.3333,MOULD_BAY_A,**
CA002503648,72,-125.25,SACHS_HARBOUR_CLIMATE,**
CA002503650,72,-125.2667,SACHS_HARBOUR_A,**
CA002503886,73.2333,-119.5333,THOMSEN_RIVER,**
CA00250M001,76.2333,-119.35,MOULD_BAY_CS,**
CAXLT991150,68.93,-116.92,CAPE_YOUNG_ANW,**
GL000004320,76.77,-18.67,DANMARKSHAVN,**
GL000004360,65.5997,-37.6331,TASIILAQ,**
GLE00007963,77.4667,-69.2167,QAANAAQ,**
GLE00007987,65.4,-52.8667,MANIITSOQ,**
GLE00100981,69.2167,-51.05,ILULISSAT_JAKOBSHAVN,**
GLE00100992,69.2331,-51.0667,ILULISSAT_MITTARFIK,**
GLE00146821,76.5667,-68.8,DUNDAS,**
GLE00146901,72.7831,-56.1667,UPERNAVIK,**
GLE00146908,72.7831,-56.1331,MITT_UPERNAVIK,**
GLE00146928,70.7331,-52.7,MITT_QAARSUT,**
GLE00146961,69.22,-51.1,ILULISSAT,**
GLE00146981,69.2331,-53.5167,QEQERTARSUAQ,**
GLE00146989,69.25,-53.5331,QEQERTARSUAQ_HELI,**
GLE00147041,66.9167,-53.6667,SISIMIUT,**
GLE00147061,66.95,-53.7167,MITT_SISIMIUT,**
GLE00147401,81.6,-16.6497,STATION_NORD,**
GLE00147461,74.3,-20.2167,DANEBORG,**
GLE00147471,72.25,-23.9,MESTERSVIG,**
GLE00147481,70.4831,-21.95,ITTOQQORTOORMIIT,**
GLE00147491,70.4167,-21.9667,UUNARTEQ,**
GLE00147498,70.75,-22.65,MITT_NERLERIT_INAAT,**
GLE00147521,67.7831,-32.2997,APUTITEEQ,**
GLE00147558,65.5831,-37.15,MITT_KULUSUK,**
GLM00004220,68.7,-52.85,AASIAAT_EGEDESMINDE,**
GLW00016504,67.0167,-50.8,SONDRESTROM,**
GLW00017602,76.55,-68.8167,THULE,**
GLW00017605,76.5167,-68.8333,THULE_OP_SITE,**
GLXLT055213,70.5,-22,KAP_TOBIN,**
GLXLT134650,73.5,-21.6,MYGGBUKTA,**
JN000099950,70.93,-7.33,JAN_MAYEN,**
NO000098550,70.367,31.1,VARDO,**
NO000099710,74.5167,19.0167,BJOERNOEYA,**
NOE00105476,76.5,25.0667,HOPEN,**
NOE00105477,70.9331,-8.6667,JAN_MAYEN,**
NOE00105494,70.3669,31.0844,VARDOE,**
NOE00109459,71.0931,23.995,FRUHOLMEN_FYR,**
NOE00109476,70.4003,28.2003,RUSTEFJELBMA,**
NOE00109777,71.0839,28.2178,SLETTNES_FYR,**
NOE00111318,70.2456,19.5006,TORSVAG_FYR,**
NOE00111354,70.7006,30.0681,MAKKAUR_FYR,**
NOE00111363,78.0667,13.6331,ISFJORD_RADIO,**
NOE00111372,77.8831,16.7167,SVEAGRUVA,**
NOE00133110,69.9775,23.3581,ALTA_LUFTHAVN,**
NOE00133122,70.6805,23.6769,HAMMERFEST_LUFTHAVN,**
NOE00133138,71.0106,25.9781,HONNINGSVAG_LUFTHAVN,**
NOE00133150,71.0331,27.8294,MEHAMN_LUFTHAVN,**
NOE00133162,70.8706,29.0344,BERLEVAG_LUFTHAVN,**
NOE00133210,70.0653,29.8353,VADSO_LUFTHAVN,**
NOE00134778,78.923,11.9331,NY_ALESUND,**
NOE00134922,69.7889,20.9553,SORKJOSEN_LUFTHAVN,**
NOE00134934,69.8333,21.8842,NORDSTRAUM_I_KVAENANGEN,**
NOM00001059,70.067,24.983,BANAK,**
NOM00001089,69.733,29.9,KIRKENES,**
NON00090900,70.3167,20.155,FUGLOYKALVEN_FYR,**
NON00092700,70.3348,21.4528,LOPPA,**
NON00093050,69.939,22.9223,HALDDE,**
NON00094350,70.7167,22.7333,GALTEN,**
NON00094600,71.1,25.3667,GJESVAR,**
NON00094700,71.0633,26.23,HELNES_FYR,**
NON00095800,70.9627,26.6833,SVARHOLT,**
NON00096680,70.45,28.3167,TANA,**
NON00097080,69.9,26.4167,LEVAJOKEVJEN,**
NON00098700,70.0784,30.0967,EKKEROY,**
NON00099370,69.7255,29.8977,KIRKENES_LUFTHAVN,**
NON00099550,69.6833,30.1333,SOR_VARANGER,**
NOXLT285749,70,23.2,ALTA,**
NOXLT725502,71.1,24.2,INGOY,**
RS000020034,80.817,47.417,NAGURSKOYE,**
RS000020294,77.617,101.483,GEYBERGA_ISLAND,**
RS000020357,76.183,63.567,RUSSKAYA_GAVAN,**
RS000020696,73.65,109.75,CAPE_KASISTY,**
RS000020766,72.333,79.5,LESKINO,**
RS000021405,75.533,113.517,B_PRONCHISHCHEVOY,**
RS000021613,73.9,124.6,DUNWAY_ISLAND,**
RS000021825,71.533,129.917,MOSTAKH_ISLAND,**
RSM00020046,80.6,58,POLAR_GMO_IMETKRENKELJ,**
RSM00020069,79.5,76.98,OSTROV_VIZE,**
RSM00020087,79.55,90.62,OSTROV_GOLOMJANNYJ,**
RSM00020274,77.5,82.2,OSTROV_UEDINENIJA,**
RSM00020289,77.2,96.4,RUSSKIJ,**
RSM00020292,77.72,104.3,GMO_IMEKFEDOROVA,**
RSM00020353,76.85,68.55,MYS_ZELANIJA,**
RSM00020471,75.952,82.946,TROYNOY_ISLAND,**
RSM00020476,75.42,88.9,STERLEGOVA,**
RSM00020667,73.33,70.0294,BELY_ISLAND,**
RSM00020674,73.5,80.4,DIKSON,**
RSM00020744,72.3794,52.73,MALIYE_KARMAKULY,**
RSM00020871,71.875,82.706,SOPOCHNAYA_KARGA,**
RSM00020891,71.9831,102.4667,HATANGA,**
RSM00020946,70.45,59.08,IMEKFEDOROVABOLVANSKII_NOS,**
RSM00020967,70.167,72.517,SEYAHA,**
RSM00020978,70.083,83.167,KARAUL,**
RSM00020982,70.97,94.5,VOLOCHANKA,**
RSM00021358,76.15,152.833,ZOHOVA_ISLAND,**
RSM00021432,76,137.87,OSTROV_KOTELNYJ,**
RSM00021504,74.667,112.933,OSTROV_PREOBRAZENIJ,**
RSM00021611,73.55,118.67,TERPJAJ_TUMSA,**
RSM00021636,73.333,139.917,CAPE_KIGILYAKH,**
RSM00021647,73.18,143.2297,SHALAUROVA_MYS,**
RSM00021711,73,119.867,UST'OLENEK,**
RSM00021721,72.4,126.35,IMYUA_HABAROVA,**
RSM00021802,71.97,114.08,SASKYLAH,**
RSM00021813,71.917,123.567,TYUMYATI,**
RSM00021824,71.58,128.9197,TIKSI,**
RSM00021908,70.1297,113.97,DZALINDA_1,**
RSM00021921,70.68,127.4,KJUSJUR,**
RSM00021931,70.77,136.22,JUBILEJNAJA,**
RSM00021946,70.6167,147.8831,CHOKURDAH,**
RSM00021965,70.633,162.483,OSTROV_CHETYREHSTOL,**
RSM00021982,70.9831,-178.4833,OSTROV_VRANGELJA,**
RSM00022003,69.93,31.98,VAJDA_GUBA,**
RSM00022019,69.2,33.4797,POLJARNOE,**
RSM00022028,69.2,35.1,TERIBERKA,**
RSM00022095,69.53,49.08,KOLGUEV_SEVERNYI,**
RSM00022101,69,28.8,JANISKOSKI,**
RSM00022106,68.6,31.85,PADUN,**
RSM00022113,68.9667,33.0497,MURMANSK,**
RSM00022127,68,35.033,LOVOZERO,**
RSM00022140,68.15,39.82,SVYATOY_NOS_CAPECLOSED,**
RSM00022165,68.65,43.3,KANIN_NOS,**
RSM00022204,67.5697,30.45,KOVDOR,**
RSM00022212,67.967,32.883,MONCEGORSK,**
RSM00022271,67.9,44.1,SOJNA,**
RSM00022282,67.8,46.667,MYS_MIKULKIN,**
RSM00022292,67.7,48.77,INDIGA,**
RSM00023022,69.75,61.7,AMDERMA,**
RSM00023032,69.72,66.8194,MARRE_SALE,**
RSM00023058,69.08,76.9,ANTIPAJUTA,**
RSM00023114,68.55,55.5,MYS_KONSTANTINOVSKII,**
RSM00023146,68.4667,73.5831,MYS_KAMENNYJ,**
RSM00023205,67.6331,53.0331,NARJAN_MAR,**
RSM00023242,67.6994,72.9494,NOVY_PORT,**
RSM00025034,69.62,162.3,BUHTA_AMBARCIK,**
RSM00025042,69.93,167.98,OSTROV_AION,**
RSM00025062,69.8797,175.77,MYS_BILLINGSA,**
RSM00025123,68.75,161.283,CHERSKIJ,**
RSM00025138,68.12,164.17,OSTROVNOE,**
RSM00025173,68.9,-179.3669,MYS_SHMIDTA,**
RSM00025282,67.83,-175.8,MYS_VANKAREM,**
RSXLT110838,80.83,79.7,OSTROV_USHAKOVA,**
RSXLT353655,76.8,110.8,OSTROV_ANDREYAFORMER,**
RSXLT413954,76.2667,94.2833,OSTROV_PRAUDY,**
RSXLT437938,72.87,140.75,MYS_SUYATYY_NOS,**
RSXLT438093,77.15,82.2,OSTROV_ISACHENKO,**
RSXLT510384,74.88,142.2,ZEMLYA_BUNGE,**
RSXLT676609,78.62,98.7,OSTRAVA_KRASNOPLOTSK,**
RSXLT699046,70.4,58.8,WAIGATZ,**
RSXLT850030,70.08,170.97,BALKARKAY,**
RSXLT854187,70.6667,154.15,ALAZEYA,**
RSXLT860513,81.8,57.9667,OSTROV_RUDOLFA,**
RSXLT886728,73.5167,75.7667,OSTROV_VILKITSKOVO,**
RSXLT896839,71.1333,66.8167,KHARASOVOY,**
RSXLT973997,69.7,170.33,PEVEK,**
SV000001008,78.25,15.4667,SVALBARD_AIRPORT,**
SV000020026,80.167,36.75,VIKTORIYA_ISLAND,**
SV000020107,78.1,14.3,BARENCBURG,**
USC00500235,70.3464,-150.9283,ALPINE,**
USC00501230,65.9333,-161.9167,CANDLE,**
USC00501312,68.8667,-166.1167,CAPE_LISBURNE,**
USC00502126,70.4322,-150.4094,COLVILLE_VILLAGE,**
USC00505051,67.25,-162.8,KOTZEBUE_25_N,**
USC00505136,70.3289,-149.6114,KUPARUK,**
USC00507442,69.75,-163.05,POINT_LAY,**
USC00507669,65.25,-166.8667,PORT_CLARENCE,**
USC00507780,70.25,-148.3333,PRUDHOE_BAY,**
USC00508437,66.25,-166.0667,SHISHMAREF,**
USC00509102,65.2608,-166.3595,TELLER,**
USR0000AHAY,65.2017,-161.155,HAYCOCK_ALASKA,**
USR0000AHOO,65.5858,-163.4081,HOODOO_HILL_ALASKA,**
USR0000AKEL,67.9333,-162.3,KELLY_ALASKA,**
USR0000AKIA,66.9767,-160.4375,KIANA_ALASKA,**
USR0000AQTZ,65.4,-164.65,QUARTZ_CREEK_ALASKA,**
USW00026616,66.8667,-162.6333,KOTZEBUE_RALPH_WEIN_AP,**
USW00026618,65.6239,-168.0992,WALES,**
USW00026631,68.8667,-166.1333,CAPE_LISBURNE_AFS,**
USW00026634,65.5667,-167.9167,TIN_CITY,**
USW00026642,67.7317,-164.5483,KIVALINA_AP,**
USW00026643,66.0689,-162.7639,DEERING_AP,**
USW00026655,68.0278,-162.9211,RED_DOG_MINE_3_SSW,**
USW00027401,70.1333,-143.6333,BARTER_ISLAND_WSO_AP,**
USW00027406,70.1917,-148.4772,DEADHORSE_AP,**
USW00027502,71.2833,-156.7814,BARROW_POST_ROGERS_AP,**
USW00027503,70.6392,-159.995,WAINWRIGHT_AP,**
USW00027515,70.2117,-151.0017,NUIQSUT_AP,**
USW00027516,71.3214,-156.6111,BARROW_4_ENE,**
ASN00035059,,,,
ARM00087162,,,,
AGM00060430,,,,
ASN00018011,,,,
AGM00060536,,,,
ASN00009617,,,,
ASN00049019,,,,
ARN00000445,,,,
ASN00009842,,,,
ASN00041359,,,,
ASN00023013,,,,
ASN00009037,,,,
AGE00147705,,,,
ASN00022841,,,,
ASN00059140,,,,
ASN00058009,,,,
ARM00087593,,,,
ASN00009215,,,,
ASN00008151,,,,
ASN00063036,,,,
ASN00023373,,,,
ASN00009592,,,,
ARN00000444,,,,
ASN00028004,,,,
ASN00020062,,,,
ASN00013017,,,,
ARM00087688,,,,
ASN00009519,,,,
ASN00061034,,,,
AJ000037936,,,,
ARXLT811415,,,,
ASN00059030,,,,
ARM00087640,,,,
ASN00039018,,,,
ARN00000492,,,,
ASN00007176,,,,
ASN00004090,,,,
ASN00010111,,,,
AGXLT952400,,,,
ASN00007045,,,,
ASN00033045,,,,
ARM00087532,,,,
ASN00009968,,,,
ASN00061351,,,,
ASN00049032,,,,
ASN00012046,,,,
AR000087155,,,,
ASN00010286,,,,
AOXLT442550,,,,
ASN00061250,,,,
ASN00061076,,,,
ASN00061029,,,,
ASN00035264,,,,
ASN00009035,,,,
AO000066390,,,,
ASN00016001,,,,
ASN00014707,,,,
ASN00044010,,,,
AEM00041218,,,,
ASN00041082,,,,
ASN00023747,,,,
ASN00016090,,,,
ASN00001025,,,,
AGM00060476,,,,
ASN00005024,,,,
AGM00060417,,,,
ASN00037036,,,,
AJ000037675,,,,
ASN00040922,,,,
ASN00010582,,,,
ASN00033308,,,,
ASN00061288,,,,
ASN00010093,,,,
AJ000037661,,,,
ASN00029127,,,,
ASN00006099,,,,
ASN00033210,,,,
ASN00009038,,,,
ASN00041100,,,,
ASN00009741,,,,
ASN00012074,,,,
ASN00058050,,,,
AGM00060511,,,,
AJ000037985,,,,
ASN00025509,,,,
ASN00039015,,,,
AO000066422,,,,
ASN00014847,,,,
AR000087257,,,,
ASN00010524,,,,
ASN00056243,,,,
ASN00051018,,,,
AFM00040990,,,,
ASN00039085,,,,
ASN00045000,,,,
AM000037682,,,,
ASN00063033,,,,
ASN00060030,,,,
ASN00023842,,,,
ASN00010007,,,,
AOXLT400864,,,,
ASN00033065,,,,
ASN00009642,,,,
AR000087065,,,,
ASN00031066,,,,
ASN00009977,,,,
AR000087129,,,,
ASN00054038,,,,
ASN00047007,,,,
ASN00023083,,,,
AOM00066215,,,,
AR000087374,,,,
ASN00010633,,,,
ASN00032141,,,,
ASN00040197,,,,
ASN00015546,,,,
ASN00033247,,,,
ARN00000400,,,,
AGE00147720,,,,
ASN00011017,,,,
AGM00060690,,,,
ASN00015526,,,,
ASN00037043,,,,
AGM00060405,,,,
ASN00015502,,,,
ASN00009754,,,,
ASN00015548,,,,
ASN00059040,,,,
ASN00056021,,,,
ASN00047102,,,,
ASN00043091,,,,
ASN00016096,,,,
ASN00009193,,,,
ASN00014618,,,,
ASN00005069,,,,
ASN00023000,,,,
ASN00054003,,,,
ASN00063065,,,,
ASN00041175,,,,
ASN00015511,,,,
AR000087418,,,,
ASN00009964,,,,
ASN00010058,,,,
ARM00087222,,,,
ASN00039057,,,,
ASN00042112,,,,
ASN00024584,,,,
AGM00060535,,,,
ASN00046126,,,,
ASN00014829,,,,
ASN00009998,,,,
ASN00047016,,,,
ASN00047048,,,,
ASN00041038,,,,
AR000870470,,,,
ASN00007064,,,,
ASN00043030,,,,
AGM00060550,,,,
ASN00061086,,,,
AEM00041216,,,,
AGE00147719,,,,
ASN00008025,,,,
ASN00007151,,,,
ASN00039069,,,,
ASN00038003,,,,
ASN00051042,,,,
ASN00007091,,,,
ASM00094275,,,,
ASN00023751,,,,
ASN00022807,,,,
ASN00026016,,,,
AGXLT818652,,,,
ASN00063005,,,,
AGM00060461,,,,
ASN00026021,,,,
AGM00060520,,,,
AGE00147710,,,,
ASN00053115,,,,
ASN00058158,,,,
ASN00008095,,,,
ASN00034084,,,,
ASN00039059,,,,
ASN00026019,,,,
ASN00052026,,,,
ASN00029025,,,,
ASN00018139,,,,
ASN00024511,,,,
ASN00010622,,,,
ASN00005058,,,,
ASN00015602,,,,
ASN00023763,,,,
ASN00034002,,,,
ASN00023804,,,,
ASN00010614,,,,
ASN00056035,,,,
ARN00000070,,,,
ASN00019066,,,,
ASN00045017,,,,
ASN00018201,,,,
ASN00033047,,,,
ASN00009064,,,,
AM000037789,,,,
ASN00025557,,,,
ASN00009541,,,,
ASN00018181,,,,
ASN00018195,,,,
ARXLT122749,,,,
AGE00147713,,,,
ASN00059008,,,,
ASN00045025,,,,
AJ000037756,,,,
ASN00043109,,,,
ASN00054104,,,,
AGM00060563,,,,
ASN00043020,,,,
AO000066160,,,,
ASN00009628,,,,
ASN00017099,,,,
ASN00009053,,,,
ASN00008225,,,,
ASN00040555,,,,
ASN00003096,,,,
ASN00059017,,,,
ASN00047031,,,,
ASN00022802,,,,
ASN00023745,,,,
ASN00012320,,,,
ASN00058063,,,,
ASN00056016,,,,
ASN00018191,,,,
AGE00147715,,,,
ASN00022046,,,,
