station_id,latitude,longitude,country_code,name
AEM00041194,,,,
ASN00056017,,,,
ARM00087641,,,,
ASN00058214,,,,
ASN00006105,,,,
ASN00009603,,,,
AGE00147711,,,,
ASN00008251,,,,
ASN00018070,,,,
ASN00009887,,,,
AR000087715,,,,
ASN00040284,,,,
ASN00010035,,,,
ARM00087436,,,,
ASN00043015,,,,
ARM00087320,,,,
ASN00029090,,,,
ASN00048013,,,,
ASN00012305,,,,
ASN00040264,,,,
ASN00041522,,,,
AMM00037717,,,,
AGM00060559,,,,
ASN00023703,,,,
AR000087860,,,,
AGM00060522,,,,
ASN00058221,,,,
ASN00005094,,,,
AGM00060457,,,,
ASN00051048,,,,
ASN00033295,,,,
ASN00048237,,,,
ASN00056002,,,,
ASN00039083,,,,
ASN00026095,,,,
ASN00009538,,,,
ASN00046129,,,,
ASN00024518,,,,
ASN00031010,,,,
ASN00063053,,,,
ASN00005007,,,,
ASN00056037,,,,
ARXLT328770,,,,
ASN00015635,,,,
ASN00061242,,,,
ASN00027005,,,,
ASN00002014,,,,
ARXLT926859,,,,
ASN00050102,,,,
AG000060680,,,,
ASN00060009,,,,
ASN00021043,,,,
ASN00009871,,,,
ASN00055054,,,,
ARM00087645,,,,
ASN00009515,,,,
ARXLT754115,,,,
AGXLT477883,,,,
AGM00060603,,,,
ASN00061388,,,,
ASN00029004,,,,
ARN00000438,,,,
ASN00026013,,,,
ASN00030022,,,,
ASN00003006,,,,
ASN00052020,,,,
AGM00060367,,,,
ARM00087576,,,,
ASN00013015,,,,
ASN00036026,,,,
ASN00010648,,,,
ASN00035149,,,,
ASN00009631,,,,
ASN00060026,,,,
AR000087078,,,,
AGM00060602,,,,
AEM00041217,,,,
ASN00016007,,,,
ASN00009581,,,,
ASN00010911,,,,
ARN00000416,,,,
AGM00060423,,,,
ASN00013007,,,,
ASN00015034,,,,
ASN00011013,,,,
ASN00009812,,,,
AR000087344,,,,
AGM00060557,,,,
AGM00060549,,,,
ASN00009114,,,,
ASN00004035,,,,
AGM00060571,,,,
AJ000037575,,,,
ASN00018103,,,,
ASN00009178,,,,
ASN00016098,,,,
ASN00024048,,,,
ASN00058012,,,,
ASN00016044,,,,
ARN00000343,,,,
AGM00060471,,,,
ASN00024041,,,,
ASN00012281,,,,
ASN00039123,,,,
ASN00059007,,,,
ASN00044021,,,,
ASN00025006,,,,
ASN00024580,,,,
ASN00033255,,,,
ARM00087880,,,,
AE000041196,,,,
ASN00048243,,,,
ASN00012314,,,,
AOM00066318,,,,
ASN00018110,,,,
ASN00060013,,,,
ASN00040436,,,,
ASN00031108,,,,
ASN00053027,,,,
ASN00040428,,,,
ASN00004020,,,,
ACW00011604,,,,
ASN00057082,,,,
ASN00058057,,,,
ASN00033013,,,,
ASN00012022,,,,
ASN00039104,,,,
ASN00036047,,,,
ASN00031209,,,,
ASN00031084,,,,
ASN00041044,,,,
ASN00030018,,,,
ASN00029139,,,,
ASN00004019,,,,
ASN00010647,,,,
ASN00022814,,,,
ASN00040854,,,,
ASN00009514,,,,
AFM00040938,,,,
ASN00022008,,,,
ASN00033307,,,,
ARXLT052250,,,,
ASN00005016,,,,
ASN00015089,,,,
ASN00020028,,,,
ASN00007080,,,,
ARM00087395,,,,
ASN00036167,,,,
ASN00018083,,,,
ASN00019062,,,,
ASN00035069,,,,
ASN00023885,,,,
ASN00063063,,,,
ARM00087046,,,,
ASN00015085,,,,
ASN00005017,,,,
AGE00147708,,,,
ASN00040241,,,,
ASN00015603,,,,
ASN00023015,,,,
ASN00061055,,,,
AGM00060620,,,,
ASN00063077,,,,
AR000087270,,,,
ASN00009542,,,,
ASN00057009,,,,
ASN00021131,,,,
ARXLT538245,,,,
ARN00000216,,,,
ASN00058060,,,,
AGM00060369,,,,
ASN00023034,,,,
ASN00029012,,,,
ASN00007057,,,,
ARM00087582,,,,
ASN00040062,,,,
ASN00060085,,,,
ASN00023894,,,,
ALM00013610,,,,
ASN00015594,,,,
ARM00087774,,,,
ASN00053048,,,,
ASN00058065,,,,
ARM00087506,,,,
ASN00061051,,,,
ASN00014840,,,,
ASN00058052,,,,
ASN00048030,,,,
ARM00087791,,,,
ASN00014612,,,,
ASN00015528,,,,
ASN00013030,,,,
ASN00061087,,,,
AGM00060580,,,,
ASN00055202,,,,
AGM00060490,,,,
ASN00040189,,,,
ARM00087823,,,,
ASN00053002,,,,
ARM00087244,,,,
AGM00060421,,,,
AGM00060686,,,,
ASN00012065,,,,
ASN00049013,,,,
ASN00060023,,,,
ASN00010536,,,,
ASN00022015,,,,
ASN00016085,,,,
ASN00026045,,,,
ARM00087467,,,,
AR000087692,,,,
ASN00035027,,,,
ASN00012038,,,,
ASN00039130,,,,
ALM00013622,,,,
ASN00055023,,,,
ASN00039089,,,,
ARM00087453,,,,
ASN00033090,,,,
ASN00030124,,,,
ASN00004043,,,,
ASN00040043,,,,
ARN00000446,,,,
ASN00039326,,,,
ASN00033106,,,,
ASN00024002,,,,
ASN00057095,,,,
ASN00039314,,,,
ARN00000448,,,,
ARN00000442,,,,
AGM00060437,,,,
ASN00040861,,,,
ASM00094995,,,,
ARM00087349,,,,
ASN00023020,,,,
AGM00060514,,,,
ASN00041095,,,,
AGXLT074658,,,,
AGM00060656,,,,
ASN00009172,,,,
ARM00087596,,,,
ASN00032040,,,,
ASN00039171,,,,
ASN00040405,,,,
ASN00011003,,,,
ARM00087852,,,,
ASN00014506,,,,
AFM00040948,,,,
ASN00009034,,,,
ASN00061375,,,,
ASN00041023,,,,
ASN00021133,,,,
ASN00033001,,,,
AGM00060353,,,,
ASN00020026,,,,
ASN00023785,,,,
ARM00087148,,,,
ASN00052088,,,,
ASN00053030,,,,
ARN00000067,,,,
AR000875850,,,,
ASN00041056,,,,
ASN00040112,,,,
ASN00035065,,,,
ASN00062021,,,,
ASN00017043,,,,
ASN00055024,,,,
ASN00063056,,,,
ASN00022049,,,,
ASN00007178,,,,
ASN00051039,,,,
ASN00062009,,,,
ASN00046037,,,,
ASN00061069,,,,
ASN00048031,,,,
AGXLT898158,,,,
ASN00039128,,,,
ASN00014902,,,,
AJ000037749,,,,
ASN00031210,,,,
ARM00087328,,,,
AO000066270,,,,
ASN00005061,,,,
ASN00032061,,,,
ASN00018116,,,,
ASN00011045,,,,
AJ000037735,,,,
ARM00087420,,,,
ASN00033195,,,,
ASN00014723,,,,
ASN00016013,,,,
AGM00060467,,,,
AR000000011,,,,
ASN00029167,,,,
AJ000037907,,,,
ASN00049000,,,,
ASN00026099,,,,
ASN00024521,,,,
ASN00063039,,,,
ASN00014626,,,,
ASN00057017,,,,
ASN00040158,,,,
ASN00037034,,,,
ARM00087322,,,,
ARN00000145,,,,
ARM00087448,,,,
ASN00031017,,,,
ASN00009573,,,,
ASN00023887,,,,
ASN00011052,,,,
ASN00058013,,,,
ASN00010554,,,,
ASN00029126,,,,
ASN00040082,,,,
ASN00007017,,,,
ASN00036007,,,,
AGM00060355,,,,
ASN00061008,,,,
ASN00008267,,,,
AGM00060452,,,,
ASN00009021,,,,
AR000087534,,,,
ASN00007185,,,,
ASN00014825,,,,
ASN00014704,,,,
ASN00022803,,,,
ASN00040101,,,,
ASN00050137,,,,
ASN00017005,,,,
ASM00094940,,,,
ASN00041521,,,,
ASN00023343,,,,
ASN00021020,,,,
ASN00055325,,,,
AGM00060403,,,,
ASN00058130,,,,
ASN00015527,,,,
ARM00087896,,,,
ASN00048245,,,,
ASN00046128,,,,
AGM00060419,,,,
ASN00029041,,,,
ASN00060141,,,,
ASN00040190,,,,
ASN00018052,,,,
ASN00040068,,,,
ARXLT208531,,,,
ASN00058216,,,,
ASN00047019,,,,
ASN00022050,,,,
ASN00005026,,,,
ASN00012052,,,,
ASN00038000,,,,
ASN00016032,,,,
ASN00009017,,,,
ASN00029039,,,,
ASN00009225,,,,
ASN00015135,,,,
ASN00063021,,,,
ASN00014850,,,,
ASN00010244,,,,
ASN00038002,,,,
AGM00060670,,,,
ASN00025050,,,,
ASN00037051,,,,
ASN00039014,,,,
ASN00041116,,,,
AGE00147718,,,,
ASN00055136,,,,
ARM00087548,,,,
ASN00009518,,,,
ASN00040282,,,,
AGM00060540,,,,
ASN00037010,,,,
ASN00014904,,,,
ASN00004106,,,,
ARN00000498,,,,
ASN00040211,,,,
ASN00056006,,,,
AGXLT146043,,,,
ASN00019017,,,,
ASN00026005,,,,
AFM00040911,,,,
ARXLT725895,,,,
ASN00005072,,,,
ASN00010916,,,,
ASN00008051,,,,
ASN00050014,,,,
ASN00031011,,,,
ASN00024024,,,,
ASN00056011,,,,
ASN00043034,,,,
ASN00061009,,,,
ASN00006044,,,,
AGM00060515,,,,
ASN00011019,,,,
ASN00008137,,,,
ASN00008093,,,,
ARXLT657745,,,,
ASN00058198,,,,
AJ000037747,,,,
ASN00029077,,,,
ASN00039039,,,,
ASN00026089,,,,
ASN00031083,,,,
ASN00012008,,,,
AGM00060444,,,,
ASN00024016,,,,
AR000877500,,,,
ASN00004083,,,,
ASN00038026,,,,
ASN00009572,,,,
ASN00039025,,,,
ARM00087637,,,,
ASN00009637,,,,
AOXLT894964,,,,
AR000087217,,,,
ASN00042023,,,,
ASN00010073,,,,
ASN00036030,,,,
ASN00023733,,,,
ARN00000358,,,,
ASN00016097,,,,
ASN00010579,,,,
ASN00061390,,,,
ASN00033294,,,,
ASN00014633,,,,
ASN00040121,,,,
ASN00008028,,,,
ASN00022801,,,,
ASN00003003,,,,
ASN00006025,,,,
ASN00010917,,,,
ASN00055049,,,,
ARM00087909,,,,
AO000066410,,,,
AGXLT247289,,,,
ASN00012241,,,,
ARXLT945445,,,,
ASN00017031,,,,
ASN00012239,,,,
ASN00039023,,,,
ASN00016065,,,,
AGM00060566,,,,
ASN00038024,,,,
AGM00060351,,,,
ASN00015664,,,,
AGM00060630,,,,
ASN00009994,,,,
ASN00031016,,,,
AOM00066226,,,,
ASN00009787,,,,
ASN00010515,,,,
ASN00009131,,,,
AGM00060555,,,,
ASN00008297,,,,
ASN00040454,,,,
ARXLT097381,,,,
AGM00060475,,,,
ASN00041525,,,,
AGXLT750989,,,,
AGM00060607,,,,
AGM00060425,,,,
ASN00040651,,,,
ASN00021046,,,,
ASN00029125,,,,
ASN00063046,,,,
AGM00060415,,,,
ASN00058027,,,,
ASN00033058,,,,
ASN00023801,,,,
ASN00010092,,,,
ASN00017096,,,,
ASN00063058,,,,
AGM00060468,,,,
ASN00033119,,,,
ASN00023037,,,,
ASN00040697,,,,
AG000060611,,,,
ARN00000098,,,,
ASN00040842,,,,
ASN00018030,,,,
ARM00087800,,,,
ASN00004027,,,,
ASN00013011,,,,
ASN00040209,,,,
ASN00056229,,,,
ASN00010612,,,,
ASN00008091,,,,
AGM00060581,,,,
ASN00049002,,,,
ASN00022823,,,,
ASN00039006,,,,
AGE00135039,,,,
ASN00040223,,,,
ASN00012044,,,,
ASN00015652,,,,
ASN00040288,,,,
ASN00063062,,,,
ASN00036034,,,,
ASN00014903,,,,
ASN00040856,,,,
AOM00066325,,,,
ASN00061363,,,,
ASN00015590,,,,
ASN00029058,,,,
ASN00061366,,,,
ARXLT513600,,,,
ASN00039066,,,,
ASN00061078,,,,
ASN00005008,,,,
ASN00031029,,,,
ASN00015087,,,,
ASN00025562,,,,
AGM00060445,,,,
AOXLT237217,,,,
ASN00054029,,,,
ASN00061089,,,,
ASN00041529,,,,
ASN00040214,,,,
ASN00036031,,,,
AR000087803,,,,
ASN00061223,,,,
ARN00000464,,,,
ASN00023057,,,,
ASN00056018,,,,
ASN00019036,,,,
ARM00087121,,,,
AGM00060531,,,,
ARM00087550,,,,
ASN00047053,,,,
ASN00010692,,,,
ASN00006072,,,,
ASN00059001,,,,
ASN00003030,,,,
AGXLT191914,,,,
ASN00032025,,,,
ASN00034038,,,,
AG000060390,,,,
ASN00046012,,,,
ASN00056238,,,,
AJ000037860,,,,
ASN00054004,,,,
ARM00087784,,,,
ASN00051161,,,,
ASN00058131,,,,
ASN00044036,,,,
ASN00012071,,,,
ARM00087178,,,,
ALM00013625,,,,
ASN00010311,,,,
ASN00033007,,,,
ASN00058212,,,,
ASN00050017,,,,
ASN00040717,,,,
ASN00023031,,,,
ASN00051049,,,,
ASN00002011,,,,
AM000037801,,,,
AGM00060410,,,,
ASN00032005,,,,
ASN00041341,,,,
ASN00041176,,,,
ARXLT185239,,,,
ASN00048079,,,,
ASN00032037,,,,
ASN00051010,,,,
ASN00056013,,,,
ASN00032078,,,,
AGM00060507,,,,
ASN00063023,,,,
ASN00011053,,,,
ASN00043035,,,,
AGM00060560,,,,
ASN00022030,,,,
AOM00066140,,,,
ASN00062013,,,,
ASN00050052,,,,
ASN00004074,,,,
ASN00009111,,,,
ASN00058161,,,,
ARM00087679,,,,
ASN00009569,,,,
ARM00087311,,,,
ASN00046042,,,,
ASN00041103,,,,
ASN00030161,,,,
ARN00000421,,,,
ASN00040908,,,,
AGM00060360,,,,
ASN00005084,,,,
ASN00023875,,,,
ASN00012045,,,,
ASN00010626,,,,
ASN00002071,,,,
ASN00015131,,,,
ASN00009789,,,,
ALM00013615,,,,
ASN00012242,,,,
AGXLT990706,,,,
ASN00039322,,,,
ASN00009240,,,,
ASN00009746,,,,
ARM00087289,,,,
ASN00062101,,,,
ASN00026100,,,,
ASN00058037,,,,
ARM00087016,,,,
ASN00026091,,,,
ASN00044026,,,,
ASN00015525,,,,
ASN00033257,,,,
AR000875440,,,,
ASN00063019,,,,
ASN00009965,,,,
ARM00087736,,,,
AGXLT305380,,,,
ARN00000423,,,,
ARM00087345,,,,
ASN00026026,,,,
ASN00024023,,,,
ASN00018120,,,,
ASN00039004,,,,
ARN00000472,,,,
ASN00009500,,,,
AGM00060640,,,,
ASN00007062,,,,
ASN00045009,,,,
ASN00040040,,,,
ASN00058077,,,,
ASN00030036,,,,
ASN00046043,,,,
ASN00018012,,,,
AGM00060506,,,,
ASN00018069,,,,
ARM00087765,,,,
ASN00029009,,,,
AGE00147709,,,,
ASN00009058,,,,
ARM00087497,,,,
ASN00016056,,,,
ASN00010144,,,,
ASN00017126,,,,
ASN00061260,,,,
ASN00010568,,,,
ALE00100939,,,,
ASN00003093,,,,
ASN00022006,,,,
ASN00040093,,,,
ASN00022031,,,,
AGXLT602246,,,,
ARM00087022,,,,
ASN00015666,,,,
AM000037686,,,,
ASN00018040,,,,
ASN00003057,,,,
ASN00035019,,,,
ASN00026023,,,,
AGM00060518,,,,
ARN00000496,,,,
ALE00108905,,,,
ASN00023321,,,,
ASN00013012,,,,
AR000087623,,,,
ASN00009534,,,,
AG000060590,,,,
ASN00040126,,,,
ASN00002032,,,,
ASN00026020,,,,
ASN00050037,,,,
ASN00006011,,,,
ASN00018014,,,,
ASN00021014,,,,
ASN00023090,,,,
ARM00087563,,,,
ASN00031034,,,,
ASN00006022,,,,
AR000873050,,,,
ARN00000497,,,,
AFXLT299877,,,,
ASN00012219,,,,
ASN00008039,,,,
ASN00060139,,,,
ASN00018106,,,,
ASN00041011,,,,
ARXLT417177,,,,
ASN00024536,,,,
AGXLT391176,,,,
ASN00010152,,,,
ASN00032004,,,,
ASN00018115,,,,
ASN00047029,,,,
ASN00040913,,,,
AJ000037989,,,,
ASN00009256,,,,
ASN00030024,,,,
ASN00061275,,,,
ASN00048027,,,,
ASN00008138,,,,
ASN00061392,,,,
ASN00015643,,,,
ARM00087509,,,,
ASN00063018,,,,
ARN00000230,,,,
ASN00011004,,,,
ASN00022029,,,,
ARM00087814,,,,
ASN00018044,,,,
ASN00033002,,,,
AO000066447,,,,
ASN00039122,,,,
ASN00030045,,,,
ASN00009106,,,,
ASN00018192,,,,
ASN00023122,,,,
ASN00050031,,,,
ASN00010592,,,,
AGXLT104989,,,,
ARM00087480,,,,
ALM00013629,,,,
ASN00045015,,,,
ASN00010905,,,,
ASN00056242,,,,
ASN00040308,,,,
ARXLT203610,,,,
ARM00087416,,,,
ASN00022018,,,,
ASN00009194,,,,
ASN00008290,,,,
ASN00040004,,,,
ASN00035070,,,,
ASN00023849,,,,
ASN00056034,,,,
ASN00061054,,,,
ASN00017123,,,,
ARXLT662267,,,,
ASN00063224,,,,
ASN00040764,,,,
ASN00040242,,,,
AGM00060402,,,,
ASN00012090,,,,
ARM00087648,,,,
ASN00001018,,,,
ASN00062100,,,,
ASN00004032,,,,
ASN00056032,,,,
ASN00026105,,,,
ASN00040958,,,,
ASN00002012,,,,
ASN00007600,,,,
ASN00048015,,,,
ASN00001012,,,,
AR000087828,,,,
ASN00009961,,,,
ASN00061273,,,,
ASN00009510,,,,
ASN00037039,,,,
ASN00017110,,,,
ASN00058208,,,,
AOM00066285,,,,
AGM00060387,,,,
ASN00007139,,,,
ARM00087166,,,,
ASN00004028,,,,
ASN00063004,,,,
ASN00029141,,,,
ASN00025507,,,,
ASN00023878,,,,
ASN00036143,,,,
ASN00018079,,,,
AEM00041184,,,,
ASN00023307,,,,
ARN00000038,,,,
ASN00033077,,,,
ASN00012009,,,,
ASN00008296,,,,
CA001106178,,,,
CA001046392,,,,
ASN00092037,,,,
BR057253450,,,,
BGM00041883,,,,
CA001021950,,,,
AUXLT891651,,,,
BEE00000937,,,,
BL000085365,,,,
ASN00068053,,,,
ASN00086373,,,,
ASN00067117,,,,
CA001131410,,,,
CA001095018,,,,
BR001746008,,,,
ASN00084084,,,,
CA001062544,,,,
CA001064321,,,,
ASN00072091,,,,
CA001061458,,,,
BMM00048008,,,,
BDM00078016,,,,
ASN00067068,,,,
BR001943012,,,,
CA001133300,,,,
ASN00094146,,,,
ASN00068151,,,,
CA001117215,,,,
CA001103334,,,,
BR002957005,,,,
ASN00082170,,,,
ASN00091030,,,,
CA0010169DK,,,,
BKM00014557,,,,
CA001026639,,,,
CA001125073,,,,
ASN00074037,,,,
ASXLT209646,,,,
CA001103332,,,,
BRM00083581,,,,
ASN00079103,,,,
ASN00089085,,,,
BOM00026855,,,,
BRM00083840,,,,
BOM00026653,,,,
ASN00095003,,,,
ASN00091306,,,,
ASN00088015,,,,
BLM00085289,,,,
ASN00083067,,,,
ASN00087038,,,,
ASN00066037,,,,
CA001125079,,,,
ASN00072161,,,,
CA001092120,,,,
CA00102JR88,,,,
CA001018935,,,,
BR002554002,,,,
BRM00083557,,,,
BR002048102,,,,
ASN00090172,,,,
CA001012570,,,,
CA001017098,,,,
ASN00094010,,,,
CA001101545,,,,
CA001098943,,,,
CA001075384,,,,
BC008948490,,,,
ASN00072009,,,,
BGM00041907,,,,
CA001105190,,,,
BGXLT569532,,,,
ASN00080043,,,,
CA001022571,,,,
CA001016120,,,,
ASN00089002,,,,
BUE00002347,,,,
ASN00082056,,,,
CA001104634,,,,
ASN00072043,,,,
ASN00066195,,,,
CA001086082,,,,
CA001098946,,,,
BGM00041923,,,,
BRM00083637,,,,
CA001106CL2,,,,
CA001044840,,,,
ASN00066160,,,,
BOM00026961,,,,
BL000085141,,,,
CA001060080,,,,
CA001017610,,,,
CA001127360,,,,
BRN00006158,,,,
BOM00026923,,,,
ASN00070220,,,,
BL000085223,,,,
CA001020590,,,,
ASN00070067,,,,
ASN00074110,,,,
ASXLT054021,,,,
ASN00074039,,,,
ASN00091186,,,,
BH070350100,,,,
BOM00026566,,,,
ASN00082039,,,,
BGXLT396425,,,,
BGM00041950,,,,
CA001127830,,,,
CA001025254,,,,
BR00C5-0040,,,,
ASN00075050,,,,
CA001021989,,,,
BRM00082892,,,,
BR002549075,,,,
ASN00086077,,,,
BLM00085283,,,,
ASN00093053,,,,
BUXLT640836,,,,
BRM00083997,,,,
ASN00083055,,,,
CA001123721,,,,
CA001025340,,,,
CA001108447,,,,
CA001100119,,,,
BRM00083635,,,,
AUM00011032,,,,
CA001086090,,,,
BC004612080,,,,
ASN00070282,,,,
AUXLT817372,,,,
BLM00085196,,,,
BRM00083533,,,,
CA001094955,,,,
CA001123360,,,,
ASN00066137,,,,
ASN00063292,,,,
CA001098941,,,,
CA001060901,,,,
AUXLT758053,,,,
BRM00083015,,,,
ASN00074106,,,,
CA001101300,,,,
CA001072902,,,,
BLM00085153,,,,
BRM00083488,,,,
BMM00048062,,,,
CA00109QR57,,,,
AUXLT568150,,,,
CA001098318,,,,
CA001086083,,,,
ASN00086142,,,,
ASN00068192,,,,
CA001128583,,,,
AUXLT888784,,,,
BRM00083452,,,,
BRM00083932,,,,
ASN00063254,,,,
CA001022689,,,,
ASN00086243,,,,
ASN00091092,,,,
ASN00083025,,,,
CA00109E7R6,,,,
CA001107876,,,,
ASN00094056,,,,
BKM00014648,,,,
ASN00069055,,,,
BRM00083881,,,,
CA001028L3M,,,,
CA001096635,,,,
CA001016940,,,,
BUM00015730,,,,
CA001063339,,,,
BR047851050,,,,
ASN00080128,,,,
BRM00083744,,,,
BR001140016,,,,
CA001101155,,,,
ASN00080015,,,,
BLXLT281361,,,,
ASN00073038,,,,
CA001101530,,,,
BRM00083378,,,,
ASN00087054,,,,
AUXLT836182,,,,
ASN00065023,,,,
BOM00033038,,,,
CA001093474,,,,
CA001047660,,,,
BRM00083919,,,,
CA001025370,,,,
BRN00007180,,,,
ASN00082169,,,,
ASN00085055,,,,
ASN00084143,,,,
ASN00095001,,,,
ASN00064009,,,,
ASN00090103,,,,
ASXLT873439,,,,
ASN00093014,,,,
ASN00086071,,,,
CA001016990,,,,
ASN00077035,,,,
BOM00026706,,,,
ASN00084016,,,,
ASN00072023,,,,
ASN00090077,,,,
ASN00085072,,,,
CA001013051,,,,
ASXLT271414,,,,
AUM00011036,,,,
CA001098490,,,,
CA00107ADFE,,,,
BOM00026938,,,,
CA001125075,,,,
CA001096450,,,,
ASN00092120,,,,
ASXLT414197,,,,
BR002351003,,,,
CA001021330,,,,
ASN00094029,,,,
CA001107710,,,,
AUXLT724041,,,,
BR001848001,,,,
BOM00026951,,,,
CA001012010,,,,
BGXLT275724,,,,
AUE00002016,,,,
BR002649005,,,,
ASN00069010,,,,
BR00E3-1520,,,,
BOM00026853,,,,
CA001094950,,,,
ASN00092114,,,,
CA001096436,,,,
BOM00026659,,,,
ASN00067019,,,,
BUE00002067,,,,
CA001128553,,,,
ASN00078077,,,,
BRM00083836,,,,
BRM00083639,,,,
BOM00033036,,,,
AUXLT113392,,,,
CA001123970,,,,
CA001011500,,,,
BR00E4-1230,,,,
CA001040390,,,,
BRXLT489641,,,,
ASN00084142,,,,
AUXLT580797,,,,
ASN00069018,,,,
ASN00090011,,,,
BRXLT438219,,,,
ASN00086282,,,,
CA001077499,,,,
BRM00083464,,,,
CA001051350,,,,
BUM00015502,,,,
ASN00072013,,,,
CA001128580,,,,
CA001012573,,,,
AUXLT631509,,,,
CA001105192,,,,
ASN00079097,,,,
ASN00076047,,,,
ASN00075031,,,,
CA001101890,,,,
ASN00083004,,,,
ASN00080006,,,,
CA001017099,,,,
BOM00026825,,,,
CA00109C0LF,,,,
CA00101HFEE,,,,
BOM00033027,,,,
ASN00065012,,,,
BLXLT746943,,,,
BGXLT303710,,,,
ASN00089000,,,,
BOM00026950,,,,
AUXLT389311,,,,
CA001096601,,,,
ASN00075079,,,,
AU000006306,,,,
CA001098D90,,,,
BUM00015628,,,,
ASN00085079,,,,
CA001114741,,,,
BGM00041859,,,,
BRM00083642,,,,
BRXLT582412,,,,
AUXLT079416,,,,
ASN00093027,,,,
ASN00092012,,,,
CA001085836,,,,
CA001046390,,,,
CA001106PF7,,,,
ASN00066156,,,,
CA001090300,,,,
CA001126070,,,,
BC012192590,,,,
BE000006447,,,,
BUE00000018,,,,
BLM00085175,,,,
BR002141004,,,,
CA00110EF57,,,,
ASN00095011,,,,
CA001084350,,,,
ASN00091094,,,,
ASN00075041,,,,
ASN00070328,,,,
CA001113420,,,,
ASN00065103,,,,
BRM00083089,,,,
ASN00087021,,,,
BEM00006451,,,,
BR00E4-0480,,,,
CA001021261,,,,
CA001108910,,,,
ASN00090147,,,,
ASN00070005,,,,
ASXLT263670,,,,
ASN00086068,,,,
ASN00069002,,,,
BLXLT084013,,,,
ASN00091237,,,,
ASN00069138,,,,
CA001108824,,,,
ASN00087031,,,,
CA001047672,,,,
CA001036208,,,,
ASN00085298,,,,
BRM00083961,,,,
BRM00083470,,,,
CA001036206,,,,
BRM00083942,,,,
BUE00002068,,,,
CA001125700,,,,
BRM00083980,,,,
CA001073347,,,,
CA001023042,,,,
CA00109A4NG,,,,
BOM00026748,,,,
ASN00092003,,,,
ASN00073127,,,,
BUM00015533,,,,
ASN00095063,,,,
ASN00089112,,,,
ASN00087100,,,,
CA001064289,,,,
ASN00067026,,,,
CA001021265,,,,
ASN00065091,,,,
CA001047172,,,,
ASN00086079,,,,
CA001023462,,,,
BR002047016,,,,
CA001030210,,,,
BRM00083565,,,,
BOXLT711742,,,,
BRM00082792,,,,
CA001080289,,,,
AUXLT644088,,,,
BUM00015625,,,,
BGM00041936,,,,
ASN00069147,,,,
ASN00091291,,,,
BRM00083538,,,,
AUE00002217,,,,
ASN00078015,,,,
CA001017101,,,,
CA001096458,,,,
CA001046332,,,,
CA001123750,,,,
CA001114619,,,,
CA001113550,,,,
CA001088010,,,,
BR003252024,,,,
ASN00097034,,,,
ASN00090082,,,,
ASN00086147,,,,
CA001013720,,,,
CA001105550,,,,
BUM00015511,,,,
ASN00067084,,,,
CA001142164,,,,
BOM00026850,,,,
ASN00094198,,,,
CA001141457,,,,
BLM00085152,,,,
AUM00011028,,,,
ASN00069049,,,,
BRM00083379,,,,
ASN00090182,,,,
CA001020880,,,,
CA001107785,,,,
ASN00082053,,,,
CA001047671,,,,
BGXLT428269,,,,
CA001035612,,,,
BUM00015505,,,,
CA001126145,,,,
ASN00066196,,,,
CA001073615,,,,
CA001075520,,,,
ASN00064017,,,,
CA001091169,,,,
CA001018616,,,,
BRM00083745,,,,
CA001064288,,,,
CA001080284,,,,
CA001113540,,,,
ASN00091057,,,,
CA001106200,,,,
ASN00090175,,,,
BRM00083048,,,,
ASN00086097,,,,
ASN00070258,,,,
ASN00086361,,,,
AUE00000607,,,,
CA001064138,,,,
CA001047670,,,,
BRM00083704,,,,
AUXLT505329,,,,
CA001103326,,,,
CA001026562,,,,
ASN00065016,,,,
ASN00095015,,,,
BC000068328,,,,
CA001114746,,,,
CA001104562,,,,
CA001088015,,,,
BLM00085195,,,,
ASN00074062,,,,
CA001021960,,,,
BEE00000943,,,,
BRM00083363,,,,
CA001096630,,,,
ASN00083023,,,,
ASN00090148,,,,
CA001035614,,,,
AUXLT323361,,,,
ASN00081003,,,,
ASN00072162,,,,
ASN00091107,,,,
ASN00079040,,,,
CA0010476F0,,,,
AUXLT867839,,,,
CA001093777,,,,
BRM00083514,,,,
BRXLT472027,,,,
AUE00002223,,,,
ASN00070310,,,,
CA001101708,,,,
BR047370760,,,,
ASN00081084,,,,
CA001107680,,,,
CA001100240,,,,
ASN00090176,,,,
ASN00085093,,,,
BOM00033008,,,,
BKM00014542,,,,
AUE00000609,,,,
CA001102220,,,,
ASN00074009,,,,
BOM00026846,,,,
ASN00086060,,,,
CA001021988,,,,
ASN00074069,,,,
ASN00074034,,,,
ASN00082016,,,,
BEE00000940,,,,
ASN00091311,,,,
BRM00083049,,,,
ASN00066059,,,,
CA001126510,,,,
CA001030605,,,,
ASN00063231,,,,
CA001057055,,,,
BRXLT144959,,,,
ASN00073019,,,,
BGXLT792072,,,,
CA001102912,,,,
CA001133270,,,,
BR038536790,,,,
BOM00026668,,,,
ASN00073014,,,,
CA001033232,,,,
BUE00002348,,,,
BOM00026657,,,,
ASN00088019,,,,
ASN00067033,,,,
BRM00083566,,,,
BC005847300,,,,
CA001043152,,,,
BEM00006428,,,,
ASN00092038,,,,
ASN00069132,,,,
CA001102417,,,,
ASN00068005,,,,
CA001068130,,,,
ASN00070326,,,,
CA001086550,,,,
CA001123939,,,,
CA001014931,,,,
