station_id,year,month,day,hour,temperature_c
2024 019 1,8,22,8,0,
2024 019 2,1,22,0,0,
2024 020 0,0,22,0,0,
2024 020 0,3,24,5,0,
2024 020 0,6,27,6,0,
2024 020 0,9,28,4,0,
2024 020 1,2,24,6,0,
2024 020 1,5,23,4,0,
2024 020 1,8,23,0,0,
2024 020 2,1,22,8,0,
2024 021 0,0,22,4,0,
2024 021 0,3,22,6,0,
2024 021 0,6,27,2,0,
2024 021 0,9,26,4,0,
2024 021 1,2,26,4,0,
2024 021 1,5,23,2,0,
2024 021 1,8,22,0,0,
2024 021 2,1,21,4,0,
2024 022 0,0,20,6,0,
2024 022 0,3,22,6,0,
2024 022 0,6,26,0,0,
2024 022 0,9,27,6,0,
2024 022 1,2,27,6,0,
2024 022 1,5,25,8,0,
2024 022 1,8,24,4,0,
2024 022 2,1,22,5,0,
2024 023 0,0,22,0,0,
2024 023 0,3,23,2,0,
2024 023 0,6,26,8,0,
2024 023 0,9,28,4,0,
2024 023 1,2,27,6,0,
2024 023 1,5,26,0,0,
2024 023 1,8,24,0,0,
2024 023 2,1,22,4,0,
2024 024 0,0,21,4,0,
2024 024 0,3,22,2,0,
2024 024 0,6,26,2,0,
2024 024 0,9,28,0,0,
2024 024 1,2,26,4,0,
2024 024 1,5,24,0,0,
2024 024 1,8,22,8,0,
2024 024 2,1,22,4,0,
2024 025 0,0,21,4,0,
2024 025 0,3,21,6,0,
2024 025 0,6,24,2,0,
2024 025 0,9,26,4,0,
2024 025 1,2,26,0,0,
2024 025 1,5,24,0,0,
2024 025 1,8,22,2,0,
2024 025 2,1,21,2,0,
2024 026 0,0,20,8,0,
2024 026 0,3,22,0,0,
2024 026 0,6,26,4,0,
2024 026 0,9,27,8,0,
2024 026 1,2,26,0,0,
2024 026 1,5,24,4,0,
2024 026 1,8,23,0,0,
2024 026 2,1,22,0,0,
2024 027 0,0,21,4,0,
2024 027 0,3,22,2,0,
2024 027 0,6,24,6,0,
2024 027 0,9,27,4,0,
2024 027 1,2,26,8,0,
2024 027 1,5,23,8,0,
2024 027 1,8,23,2,0,
2024 027 2,1,22,0,0,
2024 028 0,0,21,2,0,
2024 028 0,3,22,4,0,
2024 028 0,6,25,8,0,
2024 028 0,9,25,8,0,
2024 028 1,2,24,6,0,
2024 028 1,5,23,6,0,
2024 028 1,8,22,6,0,
2024 028 2,1,21,6,0,
2024 029 0,0,21,2,0,
2024 029 0,3,22,2,0,
2024 029 0,6,24,4,0,
2024 029 0,9,25,4,0,
2024 029 1,2,21,2,0,
2024 029 1,5,21,2,0,
2024 029 1,8,20,6,0,
2024 029 2,1,20,4,0,
2024 030 0,0,20,4,0,
2024 030 0,3,22,0,0,
2024 030 0,6,25,0,0,
2024 030 0,9,25,4,0,
2024 030 1,2,23,6,0,
2024 030 1,5,21,2,0,
2024 030 1,8,21,2,0,
2024 030 2,1,21,0,0,
2024 031 0,0,21,0,0,
2024 031 0,3,21,8,0,
2024 031 0,6,23,6,0,
2024 031 0,9,25,2,0,
2024 031 1,2,24,6,0,
2024 031 1,5,23,0,0,
2024 031 1,8,22,0,0,
2024 031 2,1,22,0,0,
2024 001 0,0,21,4,0,
2024 001 0,3,21,8,0,
2024 001 0,6,25,4,0,
2024 001 0,9,28,0,0,
2024 001 1,2,25,4,0,
2024 001 1,5,24,0,0,
2024 001 1,8,23,0,0,
2024 001 2,1,22,0,0,
2024 002 0,0,21,4,0,
2024 002 0,3,22,4,0,
2024 002 0,6,25,8,0,
2024 002 0,9,26,8,0,
2024 002 1,2,24,4,0,
2024 002 1,5,23,8,0,
2024 002 1,8,22,6,0,
2024 003 0,0,21,2,0,
2024 003 0,3,22,4,0,
2024 003 0,6,24,4,0,
2024 003 0,9,27,0,0,
2024 003 1,2,26,6,0,
2024 003 1,5,24,4,0,
2024 003 1,8,22,4,0,
2024 003 2,1,21,8,0,
2024 004 0,0,21,4,0,
2024 004 0,3,22,2,0,
2024 004 0,6,24,0,0,
2024 004 0,9,27,6,0,
2024 004 1,2,25,8,0,
2024 004 1,5,24,4,0,
2024 004 1,8,23,2,0,
2024 004 2,1,22,4,0,
2024 005 0,0,21,4,0,
2024 005 0,3,22,0,0,
2024 005 0,6,25,6,0,
2024 005 0,9,28,4,0,
2024 005 1,2,28,0,0,
2024 005 1,5,24,8,0,
2024 005 1,8,23,4,0,
2024 005 2,1,22,2,0,
2024 006 0,0,21,4,0,
2024 006 0,3,21,8,0,
2024 006 0,6,24,6,0,
2024 006 0,9,26,0,0,
2024 006 1,2,25,8,0,
2024 006 1,5,24,0,0,
2024 006 1,8,22,8,0,
2024 007 0,0,21,4,0,
2024 007 0,3,22,0,0,
2024 007 0,6,26,4,0,
2024 007 0,9,28,0,0,
2024 007 1,2,24,4,0,
2024 007 1,5,23,4,0,
2024 007 1,8,22,6,0,
2024 007 2,1,22,0,0,
2024 008 0,0,21,2,0,
2024 008 0,3,22,0,0,
2024 008 0,6,24,4,0,
2024 008 0,9,26,8,0,
2024 008 1,2,26,4,0,
2024 008 1,5,24,0,0,
2024 008 1,8,22,0,0,
2024 008 2,1,21,6,0,
2024 009 0,0,21,4,0,
2024 009 0,3,22,0,0,
2024 009 0,6,25,6,0,
2024 009 0,9,28,8,0,
2024 009 1,2,25,6,0,
2024 009 1,5,24,0,0,
2024 009 1,8,22,4,0,
2024 009 2,1,21,8,0,
2024 010 0,0,21,2,0,
2024 010 0,3,22,2,0,
2024 010 0,6,25,6,0,
2024 010 0,9,28,0,0,
2024 010 1,2,26,4,0,
2024 010 1,5,21,8,0,
2024 010 1,8,21,4,0,
2024 010 2,1,20,8,0,
2024 011 0,0,20,4,0,
2024 011 0,3,22,4,0,
2024 011 0,6,24,8,0,
2024 011 0,9,28,6,0,
2024 011 1,2,27,4,0,
2024 011 1,5,23,8,0,
2024 011 1,8,22,4,0,
2024 011 2,1,21,0,0,
2024 012 0,0,20,6,0,
2024 012 0,3,22,2,0,
2024 012 0,6,25,6,0,
2024 012 0,9,28,4,0,
2024 012 1,2,27,6,0,
2024 012 1,5,25,4,0,
2024 012 1,8,23,4,0,
2024 012 2,1,22,4,0,
2024 013 0,0,21,2,0,
2024 013 0,3,23,0,0,
2024 013 0,6,26,4,0,
2024 013 0,9,28,4,0,
2024 013 2,1,23,0,0,
2024 014 0,0,21,4,0,
2024 014 0,3,23,4,0,
2024 014 0,6,27,4,0,
2024 014 0,9,29,2,0,
2024 014 1,2,27,4,0,
2024 014 1,5,25,6,0,
2024 014 1,8,23,0,0,
2024 014 2,1,21,4,0,
2024 015 0,0,20,8,0,
2024 015 0,3,23,0,0,
2024 015 0,6,27,4,0,
2024 015 0,9,28,4,0,
2024 015 1,2,28,2,0,
2024 015 1,5,24,4,0,
2024 015 1,8,22,8,0,
2024 015 2,1,21,8,0,
2024 016 0,0,20,6,0,
2024 016 0,3,23,0,0,
2024 016 0,6,27,6,0,
2024 016 0,9,28,8,0,
2024 016 1,2,28,2,0,
2024 016 1,5,25,4,0,
2024 016 1,8,23,4,0,
2024 016 2,1,22,4,0,
2024 017 0,0,21,4,0,
2024 017 0,3,22,6,0,
2024 017 0,6,27,6,0,
2024 017 0,9,30,0,0,
2024 017 1,2,28,4,0,
2024 017 1,5,26,6,0,
2024 017 1,8,24,0,0,
2024 017 2,1,21,4,0,
2024 018 0,0,20,0,0,
2024 018 0,3,21,8,0,
2024 018 0,6,28,0,0,
2024 018 0,9,30,0,0,
2024 018 1,2,28,8,0,
2024 018 1,5,24,8,0,
2024 018 1,8,24,0,0,
2024 018 2,1,22,0,0,
2024 019 0,0,20,8,0,
2024 019 0,3,23,4,0,
2024 019 0,6,28,4,0,
2024 019 0,9,30,2,0,
2024 019 1,2,29,2,0,
2024 019 1,5,26,2,0,
2024 019 1,8,21,8,0,
2024 019 2,1,21,5,0,
2024 020 0,0,21,0,0,
2024 020 0,3,22,6,0,
2024 020 0,6,27,8,0,
2024 020 0,9,30,8,0,
2024 020 1,2,28,8,0,
2024 020 1,5,26,8,0,
2024 020 1,8,24,8,0,
2024 020 2,1,22,4,0,
2024 021 0,0,21,4,0,
2024 021 0,3,23,4,0,
2024 021 0,6,26,0,0,
2024 021 0,9,30,4,0,
2024 021 1,2,26,0,0,
2024 021 1,5,26,0,0,
2024 021 1,8,22,2,0,
2024 021 2,1,21,0,0,
2024 022 0,0,20,2,0,
2024 022 0,3,22,6,0,
2024 022 0,6,26,0,0,
2024 022 0,9,27,4,0,
2024 022 1,2,25,8,0,
2024 022 1,5,24,2,0,
2024 022 1,8,23,4,0,
2024 022 2,1,22,2,0,
2024 023 0,0,21,6,0,
2024 023 0,3,22,2,0,
2024 023 0,6,25,0,0,
2024 023 0,9,28,2,0,
2024 023 1,2,27,6,0,
2024 023 1,5,24,8,0,
2024 023 1,8,22,6,0,
2024 023 2,1,22,0,0,
2024 024 0,0,21,8,0,
2024 024 0,3,22,4,0,
2024 024 0,6,26,6,0,
2024 024 0,9,27,4,0,
2024 024 1,2,26,6,0,
2024 024 1,5,24,4,0,
2024 024 1,8,23,2,0,
2024 024 2,1,22,4,0,
2024 025 0,0,22,0,0,
2024 025 0,3,22,8,0,
2024 025 0,6,24,8,0,
2024 025 0,9,27,2,0,
2024 025 1,2,26,0,0,
2024 025 1,5,23,6,0,
2024 025 1,8,22,6,0,
2024 025 2,1,21,8,0,
2024 026 0,0,21,2,0,
2024 026 0,3,22,6,0,
2024 026 0,6,25,2,0,
2024 026 0,9,27,0,0,
2024 026 1,2,26,6,0,
2024 026 1,5,25,0,0,
2024 026 1,8,23,2,0,
2024 026 2,1,21,8,0,
2024 027 0,0,21,0,0,
2024 027 0,3,22,2,0,
2024 027 0,6,26,0,0,
2024 027 0,9,27,6,0,
2024 027 1,2,27,4,0,
2024 027 1,5,25,0,0,
2024 027 1,8,23,4,0,
2024 027 2,1,23,0,0,
2024 028 0,0,21,4,0,
2024 028 0,3,23,6,0,
2024 028 0,6,27,2,0,
2024 028 0,9,28,0,0,
2024 028 1,2,27,6,0,
2024 028 1,5,25,0,0,
2024 028 1,8,22,0,0,
2024 028 2,1,20,8,0,
2024 029 0,3,22,0,0,
2024 029 0,6,27,0,0,
2024 029 0,9,29,4,0,
2024 029 1,2,27,8,0,
2024 029 1,5,25,6,0,
2024 029 1,8,24,4,0,
2024 029 2,1,23,2,0,
2024 030 0,0,22,4,0,
2024 030 0,3,24,8,0,
2024 030 0,6,27,8,0,
2024 030 0,9,29,6,0,
2024 030 1,2,29,0,0,
2024 030 1,5,26,4,0,
2024 030 1,8,25,0,0,
2024 030 2,1,24,0,0,
2024 101 0,0,23,0,0,
2024 101 0,3,25,6,0,
2024 101 0,0,99,9,0,
2024 101 0,9,31,4,0,
2024 101 1,2,28,4,0,
2024 101 1,5,27,8,0,
2024 101 1,8,26,0,0,
2024 101 2,1,24,4,0,
2024 102 0,0,23,8,0,
2024 102 0,3,26,4,0,
2024 102 0,6,30,0,0,
2024 102 0,9,32,0,0,
2024 102 1,2,28,4,0,
2024 102 1,5,23,8,0,
2024 102 1,8,21,0,0,
2024 102 2,1,20,4,0,
2024 103 0,0,20,0,0,
2024 103 0,3,22,4,0,
2024 103 0,6,25,8,0,
2024 103 0,9,27,0,0,
2024 103 1,2,21,6,0,
2024 103 1,5,21,8,0,
2024 103 1,8,21,6,0,
2024 103 2,1,22,0,0,
2024 104 0,0,21,8,0,
2024 104 0,3,23,6,0,
2024 104 0,6,27,4,0,
2024 104 0,9,28,2,0,
2024 104 1,2,25,4,0,
2024 104 1,5,23,0,0,
2024 104 1,8,23,0,0,
2024 104 2,1,22,4,0,
2024 105 0,0,21,4,0,
2024 105 0,3,21,6,0,
2024 105 0,6,25,6,0,
2024 105 0,9,27,8,0,
2024 105 1,2,23,6,0,
2024 105 1,5,22,4,0,
2024 105 1,8,21,2,0,
2024 105 2,1,20,8,0,
2024 106 0,0,20,8,0,
2024 106 0,3,21,6,0,
2024 106 0,6,25,0,0,
2024 106 0,9,28,2,0,
2024 106 1,2,28,2,0,
2024 106 1,5,24,6,0,
2024 106 1,8,23,0,0,
2024 106 2,1,22,6,0,
2024 107 0,0,22,0,0,
2024 107 0,3,23,4,0,
2024 107 0,6,26,8,0,
2024 107 0,9,29,2,0,
2024 107 1,2,27,0,0,
2024 107 1,5,23,8,0,
2024 107 1,8,22,0,0,
2024 107 2,1,22,0,0,
2024 108 0,0,21,8,0,
2024 108 0,3,23,4,0,
2024 108 0,6,27,6,0,
2024 108 0,9,29,0,0,
2024 108 1,2,27,2,0,
2024 108 1,5,25,4,0,
2024 108 1,8,24,0,0,
2024 108 2,1,22,6,0,
2024 109 0,0,22,0,0,
2024 109 0,3,24,6,0,
2024 109 0,6,27,0,0,
2024 109 0,9,28,4,0,
2024 109 1,2,27,4,0,
2024 109 1,5,25,2,0,
2024 109 1,8,25,0,0,
2024 109 2,1,23,0,0,
2024 110 0,0,22,8,0,
2024 110 0,3,23,6,0,
2024 110 0,6,27,0,0,
2024 110 0,9,28,0,0,
2024 110 1,2,28,2,0,
2024 110 1,5,25,0,0,
2024 110 1,8,23,0,0,
2024 110 2,1,22,2,0,
2024 111 0,0,21,4,0,
2024 111 0,3,23,0,0,
2024 111 0,6,26,2,0,
2024 111 0,9,28,0,0,
2024 111 1,2,27,0,0,
2024 111 1,5,24,2,0,
2024 111 1,8,23,4,0,
2024 111 2,1,23,4,0,
2024 112 0,0,21,4,0,
2024 112 0,3,23,2,0,
2024 112 0,6,26,2,0,
2024 112 0,9,27,4,0,
2024 112 1,2,25,0,0,
2024 112 1,5,24,0,0,
2024 112 1,8,23,0,0,
2024 112 2,1,22,4,0,
2024 113 0,0,22,0,0,
2024 113 0,3,22,0,0,
2024 113 0,6,24,6,0,
2024 113 0,9,26,0,0,
2024 113 1,2,24,8,0,
2024 113 1,5,24,4,0,
2024 113 1,8,23,0,0,
2024 113 2,1,22,6,0,
2024 114 0,0,21,6,0,
2024 114 0,3,21,6,0,
2024 114 0,6,22,2,0,
2024 114 0,9,24,8,0,
2024 114 1,2,23,8,0,
2024 114 1,5,21,4,0,
2024 114 1,8,21,0,0,
2024 114 2,1,20,4,0,
2024 115 0,0,20,4,0,
2024 115 0,3,21,4,0,
2024 115 0,6,21,4,0,
2024 115 0,9,21,0,0,
2024 115 1,2,20,6,0,
2024 115 1,5,20,6,0,
2024 115 1,8,20,4,0,
2024 115 2,1,20,0,0,
2024 116 0,0,20,0,0,
2024 116 0,3,20,6,0,
2024 116 0,6,20,6,0,
2024 116 0,9,21,6,0,
2024 116 1,2,21,4,0,
2024 116 1,5,21,6,0,
2024 116 1,8,21,4,0,
2024 116 2,1,21,2,0,
2024 117 0,0,21,0,0,
2024 117 0,3,22,8,0,
2024 117 0,6,23,0,0,
2024 117 0,9,26,2,0,
2024 117 1,2,26,0,0,
2024 117 1,5,23,0,0,
2024 117 1,8,22,0,0,
2024 117 2,1,21,8,0,
2024 118 0,0,20,8,0,
2024 118 0,3,23,0,0,
2024 118 0,6,26,6,0,
2024 118 0,9,26,8,0,
2024 118 1,2,27,2,0,
2024 118 1,5,24,4,0,
2024 118 1,8,23,8,0,
2024 118 2,1,21,8,0,
2024 119 0,0,21,8,0,
2024 119 0,3,23,2,0,
2024 119 0,6,24,0,0,
2024 119 0,9,23,4,0,
2024 119 1,2,21,6,0,
2024 119 1,5,21,8,0,
2024 119 1,8,21,6,0,
2024 119 2,1,21,6,0,
2024 120 0,0,21,4,0,
2024 120 0,3,22,4,0,
2024 120 0,6,24,0,0,
2024 120 0,9,28,0,0,
2024 120 1,2,26,4,0,
2024 120 1,5,23,0,0,
2024 120 1,8,22,4,0,
2024 120 2,1,22,4,0,
2024 121 0,0,22,0,0,
2024 121 0,3,21,4,0,
2024 121 0,6,26,0,0,
2024 121 0,9,27,6,0,
2024 121 1,2,24,6,0,
2024 121 1,5,23,0,0,
2024 121 1,8,22,0,0,
2024 121 2,1,21,4,0,
2024 122 0,0,21,0,0,
2024 122 0,3,23,4,0,
2024 122 0,6,27,4,0,
2024 122 0,9,28,0,0,
2024 122 1,2,22,0,0,
2024 122 1,5,21,4,0,
2024 122 2,1,21,4,0,
2024 123 0,0,21,2,0,
2024 123 0,3,21,4,0,
2024 123 0,6,26,0,0,
2024 123 0,9,29,0,0,
2024 123 1,5,22,0,0,
2024 123 1,8,22,0,0,
2024 123 2,1,20,6,0,
2024 124 0,0,20,6,0,
2024 124 0,3,20,9,0,
2024 124 0,6,22,6,0,
2024 124 0,9,24,6,0,
2024 124 1,2,25,0,0,
2024 124 1,5,22,8,0,
2024 124 1,8,22,2,0,
2024 124 2,1,21,4,0,
2024 125 0,0,21,0,0,
2024 125 0,3,22,0,0,
2024 125 0,6,26,0,0,
2024 125 0,9,27,6,0,
2024 125 1,2,26,4,0,
2024 125 1,5,23,4,0,
2024 125 1,8,22,0,0,
2024 125 2,1,22,0,0,
2024 126 0,0,21,4,0,
2024 126 0,3,22,4,0,
2024 126 0,6,27,0,0,
2024 126 0,9,26,8,0,
2024 126 1,2,25,8,0,
2024 126 1,5,22,8,0,
2024 126 1,8,21,2,0,
2024 127 0,0,20,0,0,
2024 127 0,3,22,8,0,
2024 127 0,6,26,8,0,
2024 127 0,9,25,6,0,
2024 127 1,2,26,0,0,
2024 127 1,5,22,4,0,
2024 127 1,8,21,2,0,
2024 127 2,1,21,4,0,
2024 128 0,0,20,6,0,
2024 128 0,3,22,4,0,
2024 128 0,6,27,4,0,
2024 128 0,9,29,4,0,
2024 128 1,2,28,4,0,
2024 128 1,5,23,8,0,
2024 128 1,8,23,6,0,
2024 128 2,1,22,0,0,
2024 129 0,0,21,2,0,
2024 129 0,3,24,0,0,
2024 129 0,6,27,8,0,
2024 129 0,9,28,2,0,
2024 129 1,2,28,0,0,
2024 129 1,5,25,8,0,
2024 129 1,8,24,6,0,
2024 129 2,1,23,4,0,
2024 130 0,0,22,8,0,
2024 130 0,3,23,4,0,
2024 130 0,6,26,2,0,
2024 130 0,9,27,0,0,
2024 130 1,2,24,0,0,
2024 130 1,5,23,6,0,
2024 130 1,8,23,2,0,
2024 130 2,1,22,6,0,
2024 131 0,0,22,4,0,
2024 131 0,3,22,6,0,
2024 131 0,6,24,8,0,
2024 131 0,9,27,4,0,
2024 131 1,2,25,6,0,
2024 131 1,5,23,2,0,
2024 131 1,8,23,0,0,
2024 131 2,1,22,0,0,
2024 101 0,0,21,4,0,
2024 101 0,3,23,4,0,
2024 101 0,6,26,8,0,
2024 101 0,9,28,6,0,
2024 101 1,2,25,8,0,
2024 101 1,5,23,2,0,
2024 101 1,8,23,2,0,
2024 101 2,1,22,4,0,
2024 102 0,0,21,6,0,
2024 102 0,3,24,2,0,
2024 102 0,6,27,4,0,
2024 102 0,9,28,4,0,
2024 102 1,2,27,4,0,
2024 102 1,5,24,8,0,
2024 102 1,8,23,0,0,
2024 102 2,1,22,4,0,
2024 103 0,0,22,0,0,
2024 103 0,3,23,4,0,
2024 103 0,6,27,2,0,
2024 103 0,9,27,2,0,
2024 103 1,2,26,4,0,
2024 103 1,0,99,9,0,
2024 103 1,0,99,9,0,
2024 103 2,1,22,4,0,
2024 104 0,0,21,6,0,
2024 104 0,3,22,2,0,
2024 104 0,6,26,0,0,
2024 104 0,9,27,6,0,
2024 104 1,2,25,6,0,
2024 104 1,5,22,6,0,
2024 104 1,8,21,8,0,
2024 104 2,1,21,0,0,
2024 105 0,0,21,0,0,
2024 105 0,3,21,4,0,
2024 105 0,6,26,6,0,
2024 105 0,9,26,6,0,
2024 105 1,2,25,6,0,
2024 105 1,5,22,4,0,
2024 105 1,8,21,2,0,
2024 105 2,1,20,4,0,
2024 106 0,0,19,4,0,
2024 106 0,3,23,2,0,
2024 106 0,6,27,2,0,
2024 106 0,9,27,6,0,
2024 106 1,2,26,6,0,
2024 106 1,5,24,6,0,
2024 106 1,8,23,0,0,
2024 106 2,1,22,4,0,
2024 107 0,0,21,6,0,
2024 107 0,3,22,0,0,
2024 107 0,6,26,2,0,
2024 107 0,9,25,4,0,
2024 107 1,2,25,0,0,
2024 107 1,5,23,6,0,
2024 107 1,8,22,6,0,
2024 107 2,1,21,2,0,
2024 108 0,0,20,2,0,
2024 108 0,3,23,4,0,
2024 108 0,6,28,0,0,
2024 108 0,9,29,6,0,
2024 108 1,2,27,0,0,
2024 108 1,5,24,8,0,
2024 108 1,8,22,6,0,
2024 108 2,1,21,6,0,
2024 109 0,0,20,4,0,
2024 109 0,3,22,8,0,
2024 109 0,6,28,0,0,
2024 109 0,9,28,6,0,
2024 109 1,2,26,8,0,
2024 109 1,5,24,0,0,
2024 109 1,8,22,4,0,
2024 109 2,1,22,0,0,
2024 110 0,0,20,0,0,
2024 110 0,3,22,6,0,
2024 110 0,6,27,2,0,
2024 110 0,9,28,6,0,
2024 110 1,2,26,8,0,
2024 110 1,5,24,4,0,
2024 110 1,8,23,0,0,
2024 110 2,1,21,4,0,
2024 111 0,0,20,8,0,
2024 111 0,3,22,6,0,
2024 111 0,6,26,7,0,
2024 111 0,9,28,0,0,
2024 111 1,2,27,4,0,
2024 111 1,5,23,6,0,
2024 111 1,8,22,4,0,
2024 111 2,1,22,4,0,
2024 112 0,0,22,4,0,
2024 112 0,3,22,4,0,
2024 112 0,6,23,4,0,
2024 112 0,9,25,0,0,
2024 112 1,2,24,6,0,
2024 112 1,5,23,2,0,
2024 112 1,8,22,6,0,
2024 112 2,1,21,6,0,
2024 113 0,0,21,0,0,
2024 113 0,3,22,0,0,
2024 113 0,6,25,2,0,
2024 113 0,9,26,0,0,
2024 113 1,2,25,2,0,
2024 113 1,5,24,4,0,
2024 113 1,8,22,4,0,
2024 113 2,1,22,0,0,
2024 114 0,0,22,0,0,
2024 114 0,3,22,2,0,
2024 114 0,6,22,4,0,
2024 114 0,9,23,4,0,
2024 114 1,2,22,8,0,
2024 114 1,5,22,6,0,
2024 114 1,8,21,8,0,
2024 114 2,1,21,4,0,
2024 115 0,0,20,8,0,
2024 115 0,3,22,0,0,
2024 115 0,6,25,0,0,
2024 115 0,9,23,2,0,
2024 115 1,2,23,2,0,
2024 115 1,5,22,2,0,
2024 115 1,8,22,0,0,
2024 115 2,1,21,4,0,
2024 116 0,0,20,8,0,
2024 116 0,3,22,6,0,
2024 116 0,6,25,0,0,
2024 116 0,9,27,4,0,
2024 116 1,2,24,8,0,
2024 116 1,8,21,6,0,
2024 116 2,1,21,0,0,
2024 117 0,0,21,6,0,
2024 117 0,3,22,8,0,
2024 117 0,6,25,2,0,
2024 117 0,9,27,2,0,
2024 117 1,2,25,2,0,
2024 117 1,5,24,0,0,
2024 117 1,8,22,4,0,
2024 117 2,1,22,0,0,
2024 121 2,1,20,4,0,
2024 122 0,0,19,2,0,
2024 122 0,3,20,2,0,
2024 122 0,6,26,2,0,
2024 122 0,9,28,6,0,
2024 122 1,2,26,4,0,
2024 122 1,5,23,0,0,
2024 122 1,8,21,4,0,
2024 122 2,1,20,0,0,
2024 123 0,0,19,2,0,
2024 123 0,3,20,2,0,
2024 123 0,6,25,2,0,
2024 123 0,9,28,0,0,
2024 123 1,2,26,4,0,
2024 123 1,5,22,6,0,
2024 123 1,8,22,0,0,
2024 123 2,1,21,0,0,
2024 124 0,0,19,8,0,
2024 124 0,3,21,4,0,
2024 124 0,6,27,0,0,
2024 124 0,9,28,2,0,
2024 124 1,2,25,4,0,
2024 124 1,5,22,6,0,
2024 124 1,8,21,4,0,
2024 124 2,1,20,0,0,
2024 125 0,0,19,4,0,
2024 125 0,3,19,8,0,
2024 125 0,6,24,6,0,
2024 125 0,9,27,2,0,
2024 125 1,2,25,2,0,
2024 125 1,5,23,4,0,
2024 125 1,8,22,0,0,
2024 125 2,1,20,4,0,
2024 126 0,0,20,0,0,
2024 126 0,3,20,2,0,
2024 126 0,6,23,4,0,
2024 126 0,9,23,2,0,
2024 126 1,2,21,2,0,
2024 126 1,5,20,2,0,
2024 126 1,8,19,4,0,
2024 127 0,0,18,8,0,
2024 127 0,3,19,6,0,
2024 127 0,6,23,2,0,
2024 127 0,9,24,0,0,
2024 127 1,2,23,4,0,
2024 127 1,5,21,0,0,
2024 127 1,8,20,0,0,
2024 127 2,1,19,6,0,
2024 128 0,0,18,4,0,
2024 128 0,3,20,0,0,
2024 128 0,6,24,0,0,
2024 128 0,9,26,8,0,
2024 128 1,2,24,8,0,
2024 128 1,5,20,8,0,
2024 128 1,8,20,0,0,
2024 128 2,1,20,0,0,
2024 129 0,0,20,0,0,
2024 129 0,3,20,0,0,
2024 129 0,6,23,8,0,
2024 129 0,9,27,2,0,
2024 129 1,2,24,8,0,
2024 129 1,5,22,4,0,
2024 129 1,8,21,4,0,
2024 129 2,1,21,2,0,
2024 130 0,0,21,0,0,
2024 130 0,3,21,0,0,
2024 130 0,6,22,0,0,
2024 130 0,9,22,2,0,
2024 130 1,2,22,0,0,
2024 130 1,5,21,8,0,
2024 130 1,8,20,6,0,
2024 130 2,1,20,2,0,
2024 102 0,0,20,2,0,
2024 102 0,3,21,2,0,
2024 102 0,6,21,6,0,
2024 102 0,9,21,8,0,
2024 102 1,2,21,4,0,
2024 102 1,5,21,6,0,
2024 102 1,8,21,2,0,
2024 102 2,1,21,0,0,
2024 103 0,0,20,8,0,
2024 103 0,3,21,0,0,
2024 103 0,6,23,0,0,
2024 103 0,9,22,4,0,
2024 103 1,2,22,6,0,
2024 103 1,5,23,0,0,
2024 103 2,1,21,4,0,
2024 104 0,0,20,0,0,
2024 104 0,3,20,8,0,
2024 104 0,6,25,6,0,
2024 104 0,9,25,4,0,
2024 104 1,2,25,0,0,
2024 104 1,5,23,8,0,
2024 104 1,8,22,2,0,
2024 104 2,1,21,2,0,
2024 105 0,0,20,8,0,
2024 105 0,3,21,2,0,
2024 105 0,6,25,0,0,
2024 105 0,9,27,4,0,
2024 105 1,2,25,0,0,
2024 105 1,5,22,4,0,
2024 105 1,8,22,2,0,
2024 105 2,1,21,8,0,
2024 106 0,0,21,6,0,
2024 106 0,3,22,4,0,
2024 106 0,6,27,0,0,
2024 106 0,9,27,6,0,
2024 106 1,2,26,2,0,
2024 106 1,5,23,2,0,
2024 106 1,8,22,2,0,
2024 106 2,0,99,9,0,
2024 107 0,0,20,6,0,
2024 107 0,3,22,4,0,
2024 107 0,6,26,2,0,
2024 107 0,9,28,2,0,
2024 107 1,2,26,4,0,
2024 107 1,5,24,4,0,
2024 107 1,8,23,0,0,
2024 107 2,1,22,4,0,
2024 108 0,0,20,4,0,
2024 108 0,3,22,2,0,
2024 108 0,6,27,4,0,
2024 108 0,9,29,6,0,
2024 108 1,2,26,4,0,
2024 108 1,5,23,4,0,
2024 108 1,8,22,0,0,
2024 108 2,1,21,0,0,
2024 109 0,0,20,2,0,
2024 109 0,3,21,8,0,
2024 109 0,6,27,0,0,
2024 109 0,9,28,0,0,
2024 109 1,2,26,4,0,
2024 109 1,5,23,2,0,
2024 109 1,8,22,0,0,
2024 109 2,1,21,2,0,
2024 110 0,0,21,0,0,
2024 110 0,3,21,8,0,
2024 110 0,6,26,2,0,
2024 110 0,9,28,2,0,
2024 110 1,2,26,2,0,
2024 110 1,5,23,4,0,
2024 110 1,8,22,2,0,
2024 110 2,1,21,2,0,
2024 111 0,0,21,0,0,
2024 111 0,3,21,2,0,
2024 111 0,6,25,0,0,
2024 111 0,9,25,4,0,
2024 111 1,2,24,4,0,
2024 111 1,5,22,4,0,
2024 111 1,8,22,0,0,
2024 111 2,1,21,4,0,
2024 112 0,0,21,4,0,
2024 112 0,3,21,4,0,
2024 112 0,6,21,4,0,
2024 112 0,9,21,0,0,
2024 112 1,2,21,0,0,
2024 112 1,5,20,8,0,
2024 112 1,8,20,6,0,
2024 112 2,1,20,2,0,
2024 113 0,0,20,0,0,
2024 113 0,3,20,4,0,
