station_id,station_name,year,month,month_date,avg_tavg,avg_tmax,avg_tmin,total_prcp,obs_count
IN009010101,"HASKOTE, IN",1911,8,1911-08-01,,,,1.42,62
IN009010101,"HASKOTE, IN",1911,9,1911-09-01,,,,3.2800000000000002,60
IN009010101,"HASKOTE, IN",1911,10,1911-10-01,,,,17.16,62
IN009010101,"HASKOTE, IN",1911,11,1911-11-01,,,,1.1400000000000001,60
IN009010101,"HASKOTE, IN",1911,12,1911-12-01,,,,0.4,62
IN009010101,"HASKOTE, IN",1912,1,1912-01-01,,,,0.0,62
IN009010101,"HASKOTE, IN",1912,2,1912-02-01,,,,0.0,58
IN009010101,"HASKOTE, IN",1912,3,1912-03-01,,,,0.0,62
IN009010101,"HASKOTE, IN",1912,4,1912-04-01,,,,3.0,60
IN009010101,"HASKOTE, IN",1912,5,1912-05-01,,,,4.720000000000001,62
IN009010101,"HASKOTE, IN",1912,6,1912-06-01,,,,3.2399999999999998,60
IN009010101,"HASKOTE, IN",1912,7,1912-07-01,,,,4.18,62
IN009010101,"HASKOTE, IN",1912,8,1912-08-01,,,,14.260000000000002,62
IN009010101,"HASKOTE, IN",1912,9,1912-09-01,,,,22.64,60
IN009010101,"HASKOTE, IN",1912,10,1912-10-01,,,,17.54,62
IN009010101,"HASKOTE, IN",1912,11,1912-11-01,,,,5.079999999999999,60
IN009010101,"HASKOTE, IN",1912,12,1912-12-01,,,,0.0,62
IN009010101,"HASKOTE, IN",1913,1,1913-01-01,,,,0.0,62
IN009010101,"HASKOTE, IN",1913,2,1913-02-01,,,,0.0,56
IN009010101,"HASKOTE, IN",1913,3,1913-03-01,,,,0.0,62
IN009010101,"HASKOTE, IN",1913,4,1913-04-01,,,,0.5,60
IN009010101,"HASKOTE, IN",1913,5,1913-05-01,,,,8.660000000000002,62
IN009010101,"HASKOTE, IN",1913,6,1913-06-01,,,,1.48,60
IN009010101,"HASKOTE, IN",1913,7,1913-07-01,,,,9.12,62
IN009010101,"HASKOTE, IN",1913,8,1913-08-01,,,,4.92,62
IN009010101,"HASKOTE, IN",1913,9,1913-09-01,,,,16.839999999999996,60
IN009010101,"HASKOTE, IN",1913,10,1913-10-01,,,,12.100000000000001,62
IN009010101,"HASKOTE, IN",1913,11,1913-11-01,,,,0.26,60
IN009010101,"HASKOTE, IN",1913,12,1913-12-01,,,,0.56,62
IN009010101,"HASKOTE, IN",1914,1,1914-01-01,,,,0.0,62
IN009010101,"HASKOTE, IN",1914,2,1914-02-01,,,,0.0,56
IN009010101,"HASKOTE, IN",1914,3,1914-03-01,,,,2.32,62
IN009010101,"HASKOTE, IN",1914,4,1914-04-01,,,,1.84,60
IN009010101,"HASKOTE, IN",1914,5,1914-05-01,,,,2.94,62
IN009010101,"HASKOTE, IN",1914,6,1914-06-01,,,,1.74,60
IN009010101,"HASKOTE, IN",1914,7,1914-07-01,,,,4.68,62
IN009010101,"HASKOTE, IN",1914,8,1914-08-01,,,,2.96,62
