station_id,month_date,rolling_3m_tavg
IN009012000,1957-07-01,
IN009012000,1957-08-01,
IN009012000,1957-09-01,
IN009012000,1957-10-01,
IN009012000,1957-11-01,
IN009012000,1957-12-01,
IN009012000,1958-01-01,
IN009012000,1958-02-01,
IN009012000,1958-03-01,
IN009012000,1958-04-01,
IN009012000,1958-05-01,
IN009012000,1958-06-01,
IN009012000,1958-07-01,
IN009012000,1958-08-01,
IN009012000,1958-09-01,
IN009012000,1958-10-01,
IN009012000,1958-11-01,
IN009012000,1958-12-01,
IN009012000,1959-01-01,
IN009012000,1959-02-01,
IN009012000,1959-03-01,
IN009012000,1959-04-01,
IN009012000,1959-05-01,
IN009012000,1959-06-01,
IN009012000,1959-07-01,
IN009012000,1959-08-01,
IN009012000,1959-09-01,
IN009012000,1959-10-01,
IN009012000,1959-11-01,
IN009012000,1959-12-01,
IN009012000,1960-01-01,
IN009012000,1960-02-01,
IN009012000,1960-03-01,
IN009012000,1960-04-01,
IN009012000,1960-05-01,
IN009012000,1960-06-01,
IN009012000,1960-07-01,
IN009012000,1960-08-01,
IN009012000,1960-09-01,
IN009012000,1960-10-01,
IN009012000,1960-11-01,
IN009012000,1960-12-01,
IN009012200,1953-01-01,
IN009012200,1953-02-01,
IN009012200,1953-04-01,
IN009012200,1953-05-01,
IN009012200,1953-06-01,
IN009012200,1953-07-01,
IN009012200,1953-08-01,
IN009012200,1953-09-01,
IN009012200,1953-10-01,
IN009012200,1953-11-01,
IN009012200,1953-12-01,
IN009012200,1954-01-01,
IN009012200,1954-02-01,
IN009012200,1954-03-01,
IN009012200,1954-04-01,
IN009012200,1954-05-01,
IN009012200,1954-07-01,
IN009012200,1954-08-01,
IN009012200,1954-09-01,
IN009012200,1954-10-01,
IN009012200,1954-11-01,
IN009012200,1954-12-01,
IN009012200,1955-01-01,
IN009012200,1955-02-01,
IN009012200,1955-03-01,
IN009012200,1955-04-01,
IN009012200,1955-05-01,
IN009012200,1955-06-01,
IN009012200,1955-07-01,
IN009012200,1955-08-01,
IN009012200,1955-09-01,
IN009012200,1955-10-01,
IN009012200,1955-11-01,
IN009012200,1955-12-01,
IN009012200,1956-01-01,
IN009012200,1956-02-01,
IN009012200,1956-03-01,
IN009012200,1956-04-01,
IN009012200,1956-05-01,
IN009012200,1956-06-01,
IN009012200,1956-07-01,
IN009012200,1956-08-01,
IN009012200,1956-09-01,
IN009012200,1956-10-01,
IN009012200,1956-11-01,
IN009012200,1956-12-01,
IN009012200,1957-01-01,
IN009012200,1957-02-01,
IN009012200,1957-03-01,
IN009012200,1957-04-01,
IN009012200,1957-05-01,
IN009012200,1957-06-01,
IN009012200,1957-07-01,
IN009012200,1957-08-01,
IN009012200,1957-09-01,
IN009012200,1957-10-01,
IN009012200,1957-11-01,
IN009012200,1957-12-01,
IN009012200,1958-01-01,
IN009012200,1958-02-01,
IN009012200,1958-03-01,
IN009012200,1958-04-01,
IN009012200,1958-05-01,
IN009012200,1958-06-01,
IN009012200,1958-07-01,
IN009012200,1958-08-01,
IN009012200,1958-09-01,
IN009012200,1958-10-01,
IN009012200,1958-11-01,
IN009012200,1958-12-01,
IN009012200,1959-01-01,
IN009012200,1959-02-01,
IN009012200,1959-03-01,
IN009012200,1959-04-01,
IN009012200,1959-05-01,
IN009012200,1959-06-01,
IN009012200,1959-07-01,
IN009012200,1959-08-01,
IN009012200,1959-09-01,
IN009012200,1959-10-01,
IN009012200,1959-11-01,
IN009012200,1959-12-01,
IN009012200,1960-01-01,
IN009012200,1960-02-01,
IN009012200,1960-03-01,
IN009012200,1960-04-01,
IN009012200,1960-05-01,
IN009012200,1960-06-01,
IN009012200,1960-07-01,
IN009012200,1960-08-01,
IN009012200,1960-09-01,
IN009012200,1960-10-01,
IN009012200,1960-11-01,
IN009012200,1960-12-01,
IN009012200,1961-01-01,
IN009012200,1961-02-01,
IN009012200,1961-03-01,
IN009012200,1961-04-01,
IN009012200,1961-05-01,
IN009012200,1961-06-01,
IN009012200,1961-07-01,
IN009012200,1961-08-01,
IN009012200,1961-09-01,
IN009012200,1961-10-01,
IN009012200,1961-11-01,
IN009012200,1961-12-01,
IN009012200,1962-01-01,
IN009012200,1962-02-01,
IN009012200,1962-03-01,
IN009012200,1962-04-01,
IN009012200,1962-05-01,
IN009012200,1962-06-01,
IN009012200,1962-07-01,
IN009012200,1962-08-01,
IN009012200,1962-09-01,
IN009012200,1962-10-01,
IN009012200,1962-11-01,
IN009012200,1962-12-01,
IN009012200,1964-01-01,
IN009012200,1964-02-01,
IN009012200,1964-03-01,
IN009012200,1964-04-01,
IN009012200,1964-05-01,
IN009012200,1964-06-01,
IN009012200,1964-07-01,
IN009012200,1964-08-01,
IN009012200,1964-09-01,
IN009012200,1964-10-01,
IN009012200,1964-11-01,
IN009012200,1964-12-01,
IN009012200,1965-01-01,
IN009012200,1965-02-01,
IN009012200,1965-03-01,
IN009012200,1965-04-01,
IN009012200,1965-05-01,
IN009012200,1965-06-01,
IN009012200,1965-07-01,
IN009012200,1965-08-01,
IN009012200,1965-09-01,
IN009012200,1965-10-01,
IN009012200,1965-11-01,
IN009012200,1965-12-01,
IN009012200,1966-01-01,
IN009012200,1966-02-01,
IN009012200,1966-03-01,
IN009012200,1966-04-01,
IN009012200,1966-05-01,
IN009012200,1966-06-01,
IN009012200,1966-07-01,
IN009012200,1966-08-01,
IN009012200,1966-09-01,
IN009012200,1966-10-01,
IN009012200,1966-11-01,
IN009012200,1966-12-01,
IN009012200,1967-01-01,
IN009012200,1967-02-01,
IN009012200,1967-03-01,
IN009012200,1967-04-01,
IN009012200,1967-05-01,
IN009012200,1967-06-01,
IN009012200,1967-07-01,
IN009012200,1967-08-01,
IN009012200,1967-09-01,
IN009012200,1967-10-01,
IN009012200,1967-11-01,
IN009012200,1967-12-01,
IN009012200,1968-01-01,
IN009012200,1968-02-01,
IN009012200,1968-03-01,
IN009012200,1968-04-01,
IN009012200,1968-05-01,
IN009012200,1968-06-01,
IN009012200,1968-07-01,
IN009012200,1968-08-01,
IN009012200,1968-09-01,
IN009012200,1968-10-01,
IN009012200,1968-11-01,
IN009012200,1968-12-01,
IN009012200,1969-01-01,
IN009012200,1969-02-01,
IN009012200,1969-03-01,
IN009012200,1969-04-01,
IN009012200,1969-05-01,
IN009012200,1969-06-01,
IN009012200,1969-07-01,
IN009012200,1969-08-01,
IN009012200,1969-09-01,
IN009012200,1969-10-01,
IN009012200,1969-11-01,
IN009012200,1969-12-01,
IN009012200,1970-01-01,
IN009012200,1970-02-01,
IN009012200,1970-03-01,
IN009012200,1970-04-01,
IN009012200,1970-05-01,
IN009012200,1970-06-01,
IN009012200,1970-07-01,
IN009012200,1970-08-01,
IN009012200,1970-09-01,
IN009012200,1970-10-01,
IN009012200,1970-11-01,
IN009012200,1970-12-01,
IN009012800,1942-09-01,77.57142857142857
IN009012800,1942-10-01,79.12442396313364
IN009012800,1942-11-01,79.19406041986686
IN009012800,1942-12-01,79.15412186379928
IN009012800,1943-01-01,78.56272401433692
IN009012800,1943-02-01,78.24923195084486
IN009012800,1943-03-01,79.69009216589862
IN009012800,1943-04-01,80.80012800819253
IN009012800,1943-05-01,81.03476702508961
IN009012800,1943-06-01,78.91003584229391
IN009012800,1943-07-01,76.21935483870968
IN009012800,1943-08-01,75.14408602150537
IN009012800,1943-09-01,74.69964157706093
IN009012800,1943-10-01,74.63512544802867
IN009012800,1943-11-01,74.00035842293907
IN009012800,1943-12-01,72.88136200716845
IN009012800,1944-01-01,72.44050179211469
IN009012800,1944-02-01,72.37115313311087
IN009012800,1944-03-01,73.59695958472376
IN009012800,1944-04-01,75.90412804350512
IN009012800,1944-05-01,78.0706093189964
IN009012800,1944-06-01,78.31935483870967
IN009012800,1944-07-01,75.89390681003584
IN009012800,1944-08-01,73.90465949820789
IN009012800,1944-09-01,73.415770609319
IN009012800,1944-10-01,73.95340501792116
IN009012800,1944-11-01,72.81218637992832
IN009012800,1944-12-01,70.99856630824372
IN009012800,1945-01-01,69.58996415770609
IN009012800,1945-02-01,70.99155145929338
IN009012800,1945-03-01,74.43241167434716
IN009012800,1945-04-01,77.93993855606759
IN009012800,1945-05-01,79.61505376344086
IN009012800,1945-06-01,78.74336917562725
IN009012800,1945-07-01,76.64444444444445
IN009012800,1945-08-01,74.24659498207886
IN009012800,1945-09-01,73.35770609318996
IN009012800,1945-10-01,73.71254480286738
IN009012800,1945-11-01,73.25591397849463
IN009012800,1945-12-01,72.38924731182796
IN009012800,1949-01-01,71.1
IN009012800,1949-02-01,70.66666666666667
IN009012800,1949-03-01,
IN009012800,1949-04-01,
IN009012800,1949-05-01,
IN009012800,1949-06-01,
IN009012800,1949-07-01,
IN009012800,1949-08-01,
IN009012800,1949-09-01,
IN009012800,1949-10-01,
IN009012800,1949-11-01,
IN009012800,1949-12-01,
IN009012800,1950-01-01,
IN009012800,1950-02-01,
IN009012800,1950-03-01,
IN009012800,1950-04-01,
IN009012800,1950-05-01,
IN009012800,1950-06-01,
IN009012800,1950-07-01,
IN009012800,1950-08-01,
IN009012800,1950-09-01,
IN009012800,1950-10-01,
IN009012800,1950-11-01,
IN009012800,1950-12-01,
IN009012800,1951-01-01,
IN009012800,1951-02-01,
IN009012800,1951-03-01,
IN009012800,1951-04-01,
IN009012800,1951-05-01,
IN009012800,1951-06-01,
IN009012800,1951-07-01,
IN009012800,1951-08-01,
IN009012800,1951-09-01,
IN009012800,1951-10-01,
IN009012800,1951-11-01,
IN009012800,1951-12-01,
IN009012800,1952-01-01,
IN009012800,1952-02-01,
IN009012800,1952-03-01,
IN009012800,1952-04-01,
IN009012800,1952-05-01,
IN009012800,1952-06-01,
IN009012800,1952-07-01,
IN009012800,1952-08-01,
IN009012800,1952-09-01,
IN009012800,1952-10-01,
IN009012800,1952-11-01,
IN009012800,1952-12-01,
IN009012800,1953-01-01,
IN009012800,1953-02-01,
IN009012800,1953-03-01,
IN009012800,1953-04-01,
IN009012800,1953-05-01,
IN009012800,1953-06-01,
IN009012800,1953-07-01,
IN009012800,1953-08-01,
IN009012800,1953-09-01,
IN009012800,1953-10-01,
IN009012800,1953-11-01,
IN009012800,1953-12-01,
IN009012800,1954-01-01,
IN009012800,1954-02-01,
IN009012800,1954-03-01,
IN009012800,1954-04-01,
IN009012800,1954-05-01,
IN009012800,1954-06-01,
IN009012800,1954-07-01,
IN009012800,1954-08-01,
IN009012800,1954-09-01,
IN009012800,1954-10-01,
IN009012800,1954-11-01,
IN009012800,1954-12-01,
IN009012800,1955-01-01,
IN009012800,1955-02-01,
IN009012800,1955-03-01,
IN009012800,1955-04-01,
IN009012800,1955-05-01,
IN009012800,1955-06-01,
IN009012800,1955-07-01,
IN009012800,1955-08-01,
IN009012800,1955-09-01,
IN009012800,1955-10-01,
IN009012800,1955-11-01,
IN009012800,1955-12-01,
IN009012800,1956-01-01,
IN009012800,1956-02-01,
IN009012800,1956-03-01,
IN009012800,1956-04-01,
IN009012800,1956-05-01,
IN009012800,1956-06-01,
IN009012800,1956-07-01,
IN009012800,1956-08-01,
IN009012800,1956-09-01,
IN009012800,1956-10-01,
IN009012800,1956-11-01,
IN009012800,1956-12-01,
IN009012800,1957-01-01,
IN009012800,1957-02-01,
IN009012800,1957-03-01,
IN009012800,1957-04-01,
IN009012800,1957-05-01,
IN009012800,1957-06-01,
IN009012800,1957-07-01,
IN009012800,1957-08-01,
IN009012800,1957-09-01,
IN009012800,1957-10-01,
IN009012800,1957-11-01,
IN009012800,1957-12-01,
IN009012800,1958-01-01,
IN009012800,1958-02-01,
IN009012800,1958-03-01,
IN009012800,1958-04-01,
IN009012800,1958-05-01,
IN009012800,1958-06-01,
IN009012800,1958-07-01,
IN009012800,1958-08-01,
IN009012800,1958-09-01,
IN009012800,1958-10-01,
IN009012800,1958-11-01,
IN009012800,1958-12-01,
IN009012800,1959-01-01,
IN009012800,1959-02-01,
IN009012800,1959-03-01,
IN009012800,1959-04-01,
IN009012800,1959-05-01,
IN009012800,1959-06-01,
IN009012800,1959-07-01,
IN009012800,1959-08-01,
IN009012800,1959-09-01,
IN009012800,1959-10-01,
IN009012800,1959-11-01,
IN009012800,1959-12-01,
IN009012800,1960-01-01,
IN009012800,1960-02-01,
IN009012800,1960-03-01,
IN009012800,1960-04-01,
IN009012800,1960-05-01,
IN009012800,1960-06-01,
IN009012800,1960-07-01,
IN009012800,1960-08-01,
IN009012800,1960-09-01,
IN009012800,1960-10-01,
IN009012800,1960-11-01,
IN009012800,1960-12-01,
IN009012800,1961-01-01,67.72222222222223
IN009012800,1961-02-01,70.01736111111111
IN009012800,1961-03-01,72.62695868945869
IN009012800,1961-04-01,76.79955128205127
IN009012800,1961-05-01,78.43897435897435
IN009012800,1961-06-01,76.74783216783216
IN009012800,1961-07-01,73.59090909090908
IN009012800,1961-08-01,71.82509712509712
IN009012800,1961-09-01,71.69395814913057
IN009012800,1961-10-01,72.04674329501916
IN009012800,1961-11-01,71.16229885057471
IN009012800,1961-12-01,69.75014778325122
IN009012800,1962-01-01,68.4957910906298
IN009012800,1962-02-01,69.28341013824884
IN009012800,1962-03-01,72.24690220174091
IN009012800,1962-04-01,75.50934744268078
IN009012800,1962-05-01,77.26280366387893
IN009012800,1962-06-01,76.75169255276782
IN009012800,1962-07-01,75.0510752688172
IN009012800,1962-08-01,73.2388888888889
IN009012800,1962-09-01,72.03773946360154
IN009012800,1962-10-01,71.88297755883963
IN009012800,1962-11-01,71.18421212674087
IN009012800,1962-12-01,69.83407950074617
IN009012800,1963-01-01,68.6082621082621
IN009012800,1963-02-01,67.84615384615384
IN009012800,1963-03-01,
IN009012800,1963-04-01,
IN009012800,1963-05-01,
IN009012800,1963-06-01,
IN009012800,1963-07-01,
IN009012800,1963-08-01,
IN009012800,1963-09-01,
IN009012800,1963-10-01,
IN009012800,1963-11-01,
IN009012800,1963-12-01,
IN009012800,1964-01-01,
IN009012800,1964-02-01,
IN009012800,1964-03-01,
IN009012800,1964-04-01,
IN009012800,1964-05-01,
IN009012800,1964-06-01,
IN009012800,1964-07-01,
IN009012800,1964-08-01,
IN009012800,1964-09-01,
IN009012800,1964-10-01,
IN009012800,1964-11-01,
IN009012800,1964-12-01,
IN009012800,1965-01-01,
IN009012800,1965-02-01,
IN009012800,1965-03-01,
IN009012800,1965-04-01,
IN009012800,1965-05-01,
IN009012800,1965-06-01,
IN009012800,1965-07-01,
IN009012800,1965-08-01,
IN009012800,1965-09-01,
IN009012800,1965-10-01,
IN009012800,1965-11-01,
IN009012800,1965-12-01,
IN009012800,1966-01-01,
IN009012800,1966-02-01,
IN009012800,1966-03-01,
IN009012800,1966-04-01,
IN009012800,1966-05-01,
IN009012800,1966-06-01,
IN009012800,1966-07-01,
IN009012800,1966-08-01,
IN009012800,1966-09-01,
IN009012800,1966-10-01,
IN009012800,1966-11-01,
IN009012800,1966-12-01,
IN009012800,1967-01-01,
IN009012800,1967-02-01,
IN009012800,1967-03-01,
IN009012800,1967-04-01,
IN009012800,1967-05-01,
IN009012800,1967-06-01,
IN009012800,1967-07-01,
IN009012800,1967-08-01,
IN009012800,1967-09-01,
IN009012800,1967-10-01,
IN009012800,1967-11-01,
IN009012800,1967-12-01,
IN009012800,1968-01-01,
IN009012800,1968-02-01,
IN009012800,1968-03-01,
IN009012800,1968-04-01,
IN009012800,1968-05-01,
IN009012800,1968-06-01,
IN009012800,1968-07-01,
IN009012800,1968-08-01,
IN009012800,1968-09-01,
IN009012800,1968-10-01,
IN009012800,1968-11-01,
IN009012800,1968-12-01,
IN009012800,1969-01-01,
IN009012800,1969-02-01,
IN009012800,1969-03-01,
IN009012800,1969-04-01,
IN009012800,1969-05-01,
IN009012800,1969-06-01,
IN009012800,1969-07-01,
IN009012800,1969-08-01,
IN009012800,1969-09-01,
IN009012800,1969-10-01,
IN009012800,1969-11-01,
IN009012800,1969-12-01,
IN009012800,1970-01-01,
IN009012800,1970-02-01,
IN009012800,1970-03-01,
IN009012800,1970-04-01,
IN009012800,1970-05-01,
IN009012800,1970-06-01,
IN009012800,1970-07-01,
IN009012800,1970-08-01,
IN009012800,1970-09-01,
IN009012800,1970-10-01,
IN009012800,1970-11-01,
IN009012800,1970-12-01,
IN009012800,1973-01-01,68.2
IN009012800,1973-02-01,70.43333333333334
IN009012800,1973-03-01,72.49722222222222
IN009012800,1973-04-01,76.65277777777779
IN009012800,1973-05-01,78.375
IN009012800,1973-06-01,77.66666666666667
IN009012800,1973-07-01,75.27777777777777
IN009012800,1973-09-01,73.91666666666667
IN009012800,1973-10-01,73.08333333333333
IN009012800,1973-11-01,71.5
IN009012800,1974-01-01,67.75
IN009012800,1974-02-01,68.25
IN009012800,1974-03-01,70.66666666666667
IN009012800,2008-07-01,73.16666666666667
IN009012800,2008-08-01,73.05555555555556
IN009012800,2011-01-01,70.31196581196582
IN009012800,2011-02-01,70.52625152625153
IN009012800,2011-03-01,71.49220134704005
IN009012800,2011-04-01,75.15801331285202
IN009012800,2011-05-01,77.88817204301074
IN009012800,2011-06-01,77.7
IN009012800,2011-07-01,76.1111111111111
IN009012800,2011-08-01,74.4032258064516
IN009012800,2011-09-01,74.07606531262445
IN009012800,2011-10-01,74.12050975706889
IN009012800,2011-11-01,72.88395061728396
IN009012800,2011-12-01,70.59283154121863
IN009012800,2012-01-01,68.88172043010752
IN009012800,2012-02-01,69.87022617723396
IN009012800,2012-03-01,73.46162402669633
IN009012800,2012-04-01,77.58384624891856
IN009012800,2012-05-01,80.13297491039425
IN009012800,2012-06-01,79.91541218637992
IN009012800,2012-07-01,77.95448028673836
IN009012800,2012-08-01,75.82544802867383
IN009012800,2012-09-01,75.00322580645161
IN009012800,2012-10-01,74.16451612903225
IN009012800,2012-11-01,72.80353302611367
IN009012800,2012-12-01,70.57309824350497
IN009012800,2013-10-01,71.58385093167702
IN009012800,2013-11-01,72.58385093167702
IN009012800,2013-12-01,74.22943722943722
IN009012800,2014-02-01,75.6461038961039
IN009012800,2014-03-01,79.22214076246335
IN009012800,2014-04-01,84.11810035842295
IN009012800,2014-05-01,86.44336917562725
IN009012800,2014-06-01,86.70860215053763
IN009012800,2014-07-01,84.61415770609318
IN009012800,2014-08-01,82.57114695340502
IN009012800,2014-09-01,81.49835001853911
IN009012800,2014-10-01,80.84835001853912
IN009012800,2014-11-01,79.4272030651341
IN009012800,2014-12-01,77.67562724014336
IN009012800,2015-01-01,76.34229390681003
IN009012800,2015-02-01,76.96927803379417
IN009012800,2015-03-01,79.18809523809524
IN009012800,2015-04-01,81.70198412698413
IN009012800,2015-05-01,83.67894265232974
IN009012800,2015-06-01,83.77894265232975
IN009012800,2015-07-01,83.27580645161291
IN009012800,2015-08-01,82.29731182795699
IN009012800,2015-09-01,81.62508960573477
IN009012800,2015-10-01,81.3347670250896
IN009012800,2015-11-01,79.63154121863799
IN009012800,2015-12-01,77.2426523297491
IN009012800,2016-01-01,73.45770609318997
IN009012800,2016-02-01,73.06539840088227
IN009012800,2016-03-01,75.0420267533727
IN009012800,2016-04-01,79.9398762157383
IN009012800,2016-05-01,81.73433444568039
IN009012800,2016-06-01,80.0021505376344
IN009012800,2016-07-01,76.51290322580645
IN009012800,2016-08-01,74.40537634408604
IN009012800,2016-09-01,74.1831541218638
IN009012800,2016-10-01,74.84982078853047
IN009012800,2016-11-01,74.68853046594982
IN009012800,2016-12-01,73.49964157706093
IN009012800,2017-01-01,71.38544061302683
IN009012800,2017-02-01,71.06401204159825
IN009012800,2017-03-01,73.85469304518249
IN009012800,2017-04-01,77.93515281529743
IN009012800,2017-05-01,80.13830181683352
IN009012800,2017-06-01,79.0426399703374
IN009012800,2017-07-01,76.79896180941786
IN009012800,2017-08-01,75.29358546533184
IN009012800,2017-09-01,74.94875787912495
IN009012800,2017-10-01,74.73155357804968
IN009012800,2017-11-01,73.75520949202819
IN009012800,2017-12-01,72.0021505376344
IN009012800,2018-01-01,70.27096774193548
IN009012800,2018-02-01,70.19239631336406
IN009012800,2018-03-01,72.99099019260309
IN009012800,2018-04-01,76.48190602500948
IN009012800,2018-05-01,78.6335957331508
IN009012800,2018-06-01,77.8378692374243
IN009012800,2018-07-01,76.03512544802868
IN009012800,2018-08-01,74.2931899641577
IN009012800,2018-09-01,74.30306650736759
IN009012800,2018-10-01,74.3410593389088
IN009012800,2018-11-01,73.97654320987654
IN009012800,2018-12-01,72.65555555555555
IN009012800,2019-01-01,70.68888888888888
IN009012800,2019-02-01,71.63174603174603
IN009012800,2019-03-01,74.75396825396825
IN009012800,2019-04-01,79.2452380952381
IN009012800,2019-05-01,81.09126984126985
IN009012800,2019-06-01,80.2579365079365
IN009012800,2019-07-01,78.2652329749104
IN009012800,2019-08-01,76.06666666666666
IN009012800,2019-09-01,74.97777777777777
IN009012800,2019-10-01,74.32186379928315
IN009012800,2019-11-01,74.23154121863799
IN009012800,2019-12-01,72.54408602150538
IN009012800,2020-01-01,71.86666666666666
IN009012800,2020-02-01,71.89655172413792
IN009012800,2020-03-01,74.87289581015943
IN009012800,2020-04-01,76.82988505747126
IN009012800,2020-05-01,79.38494623655914
IN009012800,2020-06-01,78.50716845878138
IN009012800,2020-07-01,77.43470469066541
IN009012800,2020-08-01,75.12287673367616
IN009012800,2020-09-01,74.33398784478727
IN009012800,2020-10-01,73.96559139784945
IN009012800,2020-11-01,73.18136200716846
IN009012800,2020-12-01,71.58136200716847
IN009012800,2021-01-01,70.51684587813621
IN009012800,2021-02-01,70.57038123167156
IN009012800,2021-03-01,73.5811339198436
IN009012800,2021-04-01,76.85194236269506
IN009012800,2021-06-01,77.97315448390717
IN009012800,2021-07-01,76.82261684949856
IN009012800,2021-08-01,74.86363636363637
IN009012800,2021-09-01,74.64444444444445
IN009012800,2021-10-01,74.56917562724016
IN009012800,2021-11-01,73.48494623655915
IN009012800,2021-12-01,71.8405017921147
IN009012800,2022-01-01,70.61805555555556
IN009012800,2022-02-01,71.21726190476191
IN009012800,2022-03-01,73.80865975422428
IN009012800,2022-04-01,77.05727086533538
IN009012800,2022-05-01,78.1336917562724
IN009012800,2022-06-01,77.47562724014337
IN009012800,2022-07-01,75.2236559139785
IN009012800,2022-08-01,74.40605336519315
IN009012800,2022-09-01,73.87272003185983
IN009012800,2022-10-01,73.71358024691358
IN009012800,2022-11-01,72.72222222222223
IN009012800,2022-12-01,71.41899641577061
IN009012800,2023-01-01,69.8899641577061
IN009012800,2023-02-01,70.51536098310292
IN009012800,2023-03-01,72.51536098310292
IN009012800,2023-04-01,76.3269329237071
IN009012800,2023-05-01,78.76482112246488
IN009012800,2023-06-01,79.09026915113871
IN009012800,2023-07-01,77.0528907589216
IN009012800,2023-08-01,75.98136200716846
IN009012800,2023-09-01,75.18876941457587
IN009012800,2023-10-01,75.80797594034523
IN009012800,2023-11-01,74.80510855683269
IN009012800,2023-12-01,73.57777777777778
IN009012800,2024-01-01,72.16287232727723
IN009012800,2024-02-01,72.78049684835003
IN009012800,2024-03-01,75.90906219530616
IN009012800,2024-04-01,80.16626649638144
IN009012800,2024-05-01,81.61454235845041
