station_id,station_name,year,month,month_date,avg_tavg,z_monthly_tavg
IN009010101,"HASKOTE, IN",1938,7,1938-07-01,,
IN009010101,"HASKOTE, IN",1938,8,1938-08-01,,
IN009010101,"HASKOTE, IN",1938,9,1938-09-01,,
IN009010101,"HASKOTE, IN",1938,10,1938-10-01,,
IN009010101,"HASKOTE, IN",1938,11,1938-11-01,,
IN009010101,"HASKOTE, IN",1938,12,1938-12-01,,
IN009010101,"HASKOTE, IN",1939,1,1939-01-01,,
IN009010101,"HASKOTE, IN",1939,2,1939-02-01,,
IN009010101,"HASKOTE, IN",1939,3,1939-03-01,,
IN009010101,"HASKOTE, IN",1939,4,1939-04-01,,
IN009010101,"HASKOTE, IN",1939,5,1939-05-01,,
IN009010101,"HASKOTE, IN",1939,6,1939-06-01,,
IN009010101,"HASKOTE, IN",1939,7,1939-07-01,,
IN009010101,"HASKOTE, IN",1939,8,1939-08-01,,
IN009010101,"HASKOTE, IN",1939,9,1939-09-01,,
IN009010101,"HASKOTE, IN",1939,10,1939-10-01,,
IN009010101,"HASKOTE, IN",1939,11,1939-11-01,,
IN009010101,"HASKOTE, IN",1939,12,1939-12-01,,
IN009010101,"HASKOTE, IN",1940,1,1940-01-01,,
IN009010101,"HASKOTE, IN",1940,2,1940-02-01,,
IN009010101,"HASKOTE, IN",1940,3,1940-03-01,,
IN009010101,"HASKOTE, IN",1940,4,1940-04-01,,
IN009010101,"HASKOTE, IN",1940,5,1940-05-01,,
IN009010101,"HASKOTE, IN",1940,6,1940-06-01,,
IN009010101,"HASKOTE, IN",1940,7,1940-07-01,,
IN009010101,"HASKOTE, IN",1940,8,1940-08-01,,
IN009010101,"HASKOTE, IN",1940,9,1940-09-01,,
IN009010101,"HASKOTE, IN",1940,10,1940-10-01,,
IN009010101,"HASKOTE, IN",1940,11,1940-11-01,,
IN009010101,"HASKOTE, IN",1940,12,1940-12-01,,
IN009010101,"HASKOTE, IN",1941,1,1941-01-01,,
IN009010101,"HASKOTE, IN",1941,2,1941-02-01,,
IN009010101,"HASKOTE, IN",1941,3,1941-03-01,,
IN009010101,"HASKOTE, IN",1941,4,1941-04-01,,
IN009010101,"HASKOTE, IN",1941,5,1941-05-01,,
IN009010101,"HASKOTE, IN",1941,6,1941-06-01,,
IN009010101,"HASKOTE, IN",1941,7,1941-07-01,,
IN009010101,"HASKOTE, IN",1941,8,1941-08-01,,
IN009010101,"HASKOTE, IN",1941,9,1941-09-01,,
IN009010101,"HASKOTE, IN",1941,10,1941-10-01,,
IN009010101,"HASKOTE, IN",1941,11,1941-11-01,,
IN009010101,"HASKOTE, IN",1941,12,1941-12-01,,
IN009010101,"HASKOTE, IN",1942,1,1942-01-01,,
IN009010101,"HASKOTE, IN",1942,2,1942-02-01,,
IN009010101,"HASKOTE, IN",1942,3,1942-03-01,,
IN009010101,"HASKOTE, IN",1942,4,1942-04-01,,
IN009010101,"HASKOTE, IN",1942,5,1942-05-01,,
IN009010101,"HASKOTE, IN",1942,6,1942-06-01,,
IN009010101,"HASKOTE, IN",1942,7,1942-07-01,,
IN009010101,"HASKOTE, IN",1942,8,1942-08-01,,
IN009010101,"HASKOTE, IN",1942,9,1942-09-01,,
IN009010101,"HASKOTE, IN",1942,10,1942-10-01,,
IN009010101,"HASKOTE, IN",1942,11,1942-11-01,,
IN009010101,"HASKOTE, IN",1942,12,1942-12-01,,
IN009010101,"HASKOTE, IN",1943,1,1943-01-01,,
IN009010101,"HASKOTE, IN",1943,2,1943-02-01,,
IN009010101,"HASKOTE, IN",1943,3,1943-03-01,,
IN009010101,"HASKOTE, IN",1943,4,1943-04-01,,
IN009010101,"HASKOTE, IN",1943,5,1943-05-01,,
IN009010101,"HASKOTE, IN",1943,6,1943-06-01,,
IN009010101,"HASKOTE, IN",1943,7,1943-07-01,,
IN009010101,"HASKOTE, IN",1943,8,1943-08-01,,
IN009010101,"HASKOTE, IN",1943,9,1943-09-01,,
IN009010101,"HASKOTE, IN",1943,10,1943-10-01,,
IN009010101,"HASKOTE, IN",1943,11,1943-11-01,,
IN009010101,"HASKOTE, IN",1943,12,1943-12-01,,
IN009010101,"HASKOTE, IN",1944,1,1944-01-01,,
IN009010101,"HASKOTE, IN",1944,2,1944-02-01,,
IN009010101,"HASKOTE, IN",1944,3,1944-03-01,,
IN009010101,"HASKOTE, IN",1944,4,1944-04-01,,
IN009010101,"HASKOTE, IN",1944,5,1944-05-01,,
IN009010101,"HASKOTE, IN",1944,6,1944-06-01,,
IN009010101,"HASKOTE, IN",1944,7,1944-07-01,,
IN009010101,"HASKOTE, IN",1944,8,1944-08-01,,
IN009010101,"HASKOTE, IN",1944,9,1944-09-01,,
IN009010101,"HASKOTE, IN",1944,10,1944-10-01,,
IN009010101,"HASKOTE, IN",1944,11,1944-11-01,,
IN009010101,"HASKOTE, IN",1944,12,1944-12-01,,
IN009010101,"HASKOTE, IN",1945,1,1945-01-01,,
IN009010101,"HASKOTE, IN",1945,2,1945-02-01,,
IN009010101,"HASKOTE, IN",1945,3,1945-03-01,,
IN009010101,"HASKOTE, IN",1945,4,1945-04-01,,
IN009010101,"HASKOTE, IN",1945,5,1945-05-01,,
IN009010101,"HASKOTE, IN",1945,7,1945-07-01,,
IN009010101,"HASKOTE, IN",1945,8,1945-08-01,,
IN009010101,"HASKOTE, IN",1945,9,1945-09-01,,
IN009010101,"HASKOTE, IN",1945,10,1945-10-01,,
IN009010101,"HASKOTE, IN",1945,11,1945-11-01,,
IN009010101,"HASKOTE, IN",1945,12,1945-12-01,,
IN009010101,"HASKOTE, IN",1946,1,1946-01-01,,
IN009010101,"HASKOTE, IN",1946,2,1946-02-01,,
IN009010101,"HASKOTE, IN",1946,3,1946-03-01,,
IN009010101,"HASKOTE, IN",1946,4,1946-04-01,,
IN009010101,"HASKOTE, IN",1946,5,1946-05-01,,
IN009010101,"HASKOTE, IN",1946,6,1946-06-01,,
IN009010101,"HASKOTE, IN",1946,7,1946-07-01,,
IN009010101,"HASKOTE, IN",1946,8,1946-08-01,,
IN009010101,"HASKOTE, IN",1946,9,1946-09-01,,
IN009010101,"HASKOTE, IN",1946,10,1946-10-01,,
IN009010101,"HASKOTE, IN",1946,11,1946-11-01,,
IN009010101,"HASKOTE, IN",1946,12,1946-12-01,,
IN009010101,"HASKOTE, IN",1947,1,1947-01-01,,
IN009010101,"HASKOTE, IN",1947,2,1947-02-01,,
IN009010101,"HASKOTE, IN",1947,3,1947-03-01,,
IN009010101,"HASKOTE, IN",1947,4,1947-04-01,,
IN009010101,"HASKOTE, IN",1947,5,1947-05-01,,
IN009010101,"HASKOTE, IN",1947,6,1947-06-01,,
IN009010101,"HASKOTE, IN",1947,7,1947-07-01,,
IN009010101,"HASKOTE, IN",1947,8,1947-08-01,,
IN009010101,"HASKOTE, IN",1947,9,1947-09-01,,
IN009010101,"HASKOTE, IN",1947,10,1947-10-01,,
IN009010101,"HASKOTE, IN",1947,11,1947-11-01,,
IN009010101,"HASKOTE, IN",1947,12,1947-12-01,,
IN009010101,"HASKOTE, IN",1948,1,1948-01-01,,
IN009010101,"HASKOTE, IN",1948,2,1948-02-01,,
IN009010101,"HASKOTE, IN",1948,3,1948-03-01,,
IN009010101,"HASKOTE, IN",1948,4,1948-04-01,,
IN009010101,"HASKOTE, IN",1948,5,1948-05-01,,
IN009010101,"HASKOTE, IN",1948,6,1948-06-01,,
IN009010101,"HASKOTE, IN",1948,7,1948-07-01,,
IN009010101,"HASKOTE, IN",1948,8,1948-08-01,,
IN009010101,"HASKOTE, IN",1948,9,1948-09-01,,
IN009010101,"HASKOTE, IN",1948,10,1948-10-01,,
IN009010101,"HASKOTE, IN",1948,11,1948-11-01,,
IN009010101,"HASKOTE, IN",1948,12,1948-12-01,,
IN009010101,"HASKOTE, IN",1949,1,1949-01-01,,
IN009010101,"HASKOTE, IN",1949,2,1949-02-01,,
IN009010101,"HASKOTE, IN",1949,3,1949-03-01,,
IN009010101,"HASKOTE, IN",1949,4,1949-04-01,,
IN009010101,"HASKOTE, IN",1949,5,1949-05-01,,
IN009010101,"HASKOTE, IN",1949,6,1949-06-01,,
IN009010101,"HASKOTE, IN",1949,7,1949-07-01,,
IN009010101,"HASKOTE, IN",1949,8,1949-08-01,,
IN009010101,"HASKOTE, IN",1949,9,1949-09-01,,
IN009010101,"HASKOTE, IN",1949,10,1949-10-01,,
IN009010101,"HASKOTE, IN",1949,11,1949-11-01,,
IN009010101,"HASKOTE, IN",1949,12,1949-12-01,,
IN009010101,"HASKOTE, IN",1950,1,1950-01-01,,
IN009010101,"HASKOTE, IN",1950,2,1950-02-01,,
IN009010101,"HASKOTE, IN",1950,3,1950-03-01,,
IN009010101,"HASKOTE, IN",1950,4,1950-04-01,,
IN009010101,"HASKOTE, IN",1950,5,1950-05-01,,
IN009010101,"HASKOTE, IN",1950,6,1950-06-01,,
IN009010101,"HASKOTE, IN",1950,7,1950-07-01,,
IN009010101,"HASKOTE, IN",1950,8,1950-08-01,,
IN009010101,"HASKOTE, IN",1950,9,1950-09-01,,
IN009010101,"HASKOTE, IN",1950,10,1950-10-01,,
IN009010101,"HASKOTE, IN",1950,11,1950-11-01,,
IN009010101,"HASKOTE, IN",1950,12,1950-12-01,,
IN009010101,"HASKOTE, IN",1951,1,1951-01-01,,
IN009010101,"HASKOTE, IN",1951,2,1951-02-01,,
IN009010101,"HASKOTE, IN",1951,3,1951-03-01,,
IN009010101,"HASKOTE, IN",1951,4,1951-04-01,,
IN009010101,"HASKOTE, IN",1951,5,1951-05-01,,
IN009010101,"HASKOTE, IN",1951,6,1951-06-01,,
IN009010101,"HASKOTE, IN",1951,7,1951-07-01,,
IN009010101,"HASKOTE, IN",1951,8,1951-08-01,,
IN009010101,"HASKOTE, IN",1951,9,1951-09-01,,
IN009010101,"HASKOTE, IN",1951,10,1951-10-01,,
IN009010101,"HASKOTE, IN",1951,11,1951-11-01,,
IN009010101,"HASKOTE, IN",1951,12,1951-12-01,,
IN009010101,"HASKOTE, IN",1952,1,1952-01-01,,
IN009010101,"HASKOTE, IN",1952,2,1952-02-01,,
IN009010101,"HASKOTE, IN",1952,3,1952-03-01,,
IN009010101,"HASKOTE, IN",1952,4,1952-04-01,,
IN009010101,"HASKOTE, IN",1952,5,1952-05-01,,
IN009010101,"HASKOTE, IN",1952,6,1952-06-01,,
IN009010101,"HASKOTE, IN",1952,7,1952-07-01,,
IN009010101,"HASKOTE, IN",1952,8,1952-08-01,,
IN009010101,"HASKOTE, IN",1952,9,1952-09-01,,
IN009010101,"HASKOTE, IN",1952,10,1952-10-01,,
IN009010101,"HASKOTE, IN",1952,11,1952-11-01,,
IN009010101,"HASKOTE, IN",1952,12,1952-12-01,,
IN009010101,"HASKOTE, IN",1953,1,1953-01-01,,
IN009010101,"HASKOTE, IN",1953,2,1953-02-01,,
IN009010101,"HASKOTE, IN",1953,3,1953-03-01,,
IN009010101,"HASKOTE, IN",1953,4,1953-04-01,,
IN009010101,"HASKOTE, IN",1953,5,1953-05-01,,
IN009010101,"HASKOTE, IN",1953,6,1953-06-01,,
IN009010101,"HASKOTE, IN",1953,7,1953-07-01,,
IN009010101,"HASKOTE, IN",1953,8,1953-08-01,,
IN009010101,"HASKOTE, IN",1953,9,1953-09-01,,
IN009010101,"HASKOTE, IN",1953,10,1953-10-01,,
IN009010101,"HASKOTE, IN",1953,11,1953-11-01,,
IN009010101,"HASKOTE, IN",1953,12,1953-12-01,,
IN009010101,"HASKOTE, IN",1954,1,1954-01-01,,
IN009010101,"HASKOTE, IN",1954,2,1954-02-01,,
IN009010101,"HASKOTE, IN",1954,3,1954-03-01,,
IN009010101,"HASKOTE, IN",1954,4,1954-04-01,,
IN009010101,"HASKOTE, IN",1954,5,1954-05-01,,
IN009010101,"HASKOTE, IN",1954,6,1954-06-01,,
IN009010101,"HASKOTE, IN",1954,7,1954-07-01,,
IN009010101,"HASKOTE, IN",1954,8,1954-08-01,,
IN009010101,"HASKOTE, IN",1954,9,1954-09-01,,
IN009010101,"HASKOTE, IN",1954,10,1954-10-01,,
IN009010101,"HASKOTE, IN",1954,11,1954-11-01,,
IN009010101,"HASKOTE, IN",1954,12,1954-12-01,,
IN009010101,"HASKOTE, IN",1955,1,1955-01-01,,
IN009010101,"HASKOTE, IN",1955,2,1955-02-01,,
IN009010101,"HASKOTE, IN",1955,3,1955-03-01,,
IN009010101,"HASKOTE, IN",1955,4,1955-04-01,,
IN009010101,"HASKOTE, IN",1955,5,1955-05-01,,
IN009010101,"HASKOTE, IN",1955,6,1955-06-01,,
IN009010101,"HASKOTE, IN",1955,7,1955-07-01,,
IN009010101,"HASKOTE, IN",1955,8,1955-08-01,,
IN009010101,"HASKOTE, IN",1955,9,1955-09-01,,
IN009010101,"HASKOTE, IN",1955,10,1955-10-01,,
IN009010101,"HASKOTE, IN",1955,11,1955-11-01,,
IN009010101,"HASKOTE, IN",1955,12,1955-12-01,,
IN009010101,"HASKOTE, IN",1956,1,1956-01-01,,
IN009010101,"HASKOTE, IN",1956,2,1956-02-01,,
IN009010101,"HASKOTE, IN",1956,3,1956-03-01,,
IN009010101,"HASKOTE, IN",1956,4,1956-04-01,,
IN009010101,"HASKOTE, IN",1956,5,1956-05-01,,
IN009010101,"HASKOTE, IN",1956,6,1956-06-01,,
IN009010101,"HASKOTE, IN",1956,7,1956-07-01,,
IN009010101,"HASKOTE, IN",1956,8,1956-08-01,,
IN009010101,"HASKOTE, IN",1956,9,1956-09-01,,
IN009010101,"HASKOTE, IN",1956,10,1956-10-01,,
IN009010101,"HASKOTE, IN",1956,11,1956-11-01,,
IN009010101,"HASKOTE, IN",1956,12,1956-12-01,,
IN009010101,"HASKOTE, IN",1957,1,1957-01-01,,
IN009010101,"HASKOTE, IN",1957,2,1957-02-01,,
IN009010101,"HASKOTE, IN",1957,3,1957-03-01,,
IN009010101,"HASKOTE, IN",1957,4,1957-04-01,,
IN009010101,"HASKOTE, IN",1957,5,1957-05-01,,
IN009010101,"HASKOTE, IN",1957,6,1957-06-01,,
IN009010101,"HASKOTE, IN",1957,7,1957-07-01,,
IN009010101,"HASKOTE, IN",1957,8,1957-08-01,,
IN009010101,"HASKOTE, IN",1957,9,1957-09-01,,
IN009010101,"HASKOTE, IN",1957,10,1957-10-01,,
IN009010101,"HASKOTE, IN",1957,11,1957-11-01,,
IN009010101,"HASKOTE, IN",1957,12,1957-12-01,,
IN009010101,"HASKOTE, IN",1958,1,1958-01-01,,
IN009010101,"HASKOTE, IN",1958,2,1958-02-01,,
IN009010101,"HASKOTE, IN",1958,3,1958-03-01,,
IN009010101,"HASKOTE, IN",1958,4,1958-04-01,,
IN009010101,"HASKOTE, IN",1958,5,1958-05-01,,
IN009010101,"HASKOTE, IN",1958,6,1958-06-01,,
IN009010101,"HASKOTE, IN",1958,7,1958-07-01,,
IN009010101,"HASKOTE, IN",1958,8,1958-08-01,,
IN009010101,"HASKOTE, IN",1958,9,1958-09-01,,
IN009010101,"HASKOTE, IN",1958,10,1958-10-01,,
IN009010101,"HASKOTE, IN",1958,11,1958-11-01,,
IN009010101,"HASKOTE, IN",1958,12,1958-12-01,,
IN009010101,"HASKOTE, IN",1959,1,1959-01-01,,
IN009010101,"HASKOTE, IN",1959,2,1959-02-01,,
IN009010101,"HASKOTE, IN",1959,3,1959-03-01,,
IN009010101,"HASKOTE, IN",1959,4,1959-04-01,,
IN009010101,"HASKOTE, IN",1959,5,1959-05-01,,
IN009010101,"HASKOTE, IN",1959,6,1959-06-01,,
IN009010101,"HASKOTE, IN",1959,7,1959-07-01,,
IN009010101,"HASKOTE, IN",1959,8,1959-08-01,,
IN009010101,"HASKOTE, IN",1959,9,1959-09-01,,
IN009010101,"HASKOTE, IN",1959,10,1959-10-01,,
IN009010101,"HASKOTE, IN",1959,11,1959-11-01,,
IN009010101,"HASKOTE, IN",1959,12,1959-12-01,,
IN009010101,"HASKOTE, IN",1960,1,1960-01-01,,
IN009010101,"HASKOTE, IN",1960,2,1960-02-01,,
IN009010101,"HASKOTE, IN",1960,3,1960-03-01,,
IN009010101,"HASKOTE, IN",1960,4,1960-04-01,,
IN009010101,"HASKOTE, IN",1960,5,1960-05-01,,
IN009010101,"HASKOTE, IN",1960,6,1960-06-01,,
IN009010101,"HASKOTE, IN",1960,7,1960-07-01,,
IN009010101,"HASKOTE, IN",1960,8,1960-08-01,,
IN009010101,"HASKOTE, IN",1960,9,1960-09-01,,
IN009010101,"HASKOTE, IN",1960,10,1960-10-01,,
IN009010101,"HASKOTE, IN",1960,11,1960-11-01,,
IN009010101,"HASKOTE, IN",1960,12,1960-12-01,,
IN009010101,"HASKOTE, IN",1961,1,1961-01-01,,
IN009010101,"HASKOTE, IN",1961,2,1961-02-01,,
IN009010101,"HASKOTE, IN",1961,3,1961-03-01,,
IN009010101,"HASKOTE, IN",1961,4,1961-04-01,,
IN009010101,"HASKOTE, IN",1961,5,1961-05-01,,
IN009010101,"HASKOTE, IN",1961,6,1961-06-01,,
IN009010101,"HASKOTE, IN",1961,7,1961-07-01,,
IN009010101,"HASKOTE, IN",1961,8,1961-08-01,,
IN009010101,"HASKOTE, IN",1961,9,1961-09-01,,
IN009010101,"HASKOTE, IN",1961,10,1961-10-01,,
IN009010101,"HASKOTE, IN",1961,11,1961-11-01,,
IN009010101,"HASKOTE, IN",1961,12,1961-12-01,,
IN009010101,"HASKOTE, IN",1962,1,1962-01-01,,
IN009010101,"HASKOTE, IN",1962,2,1962-02-01,,
IN009010101,"HASKOTE, IN",1962,3,1962-03-01,,
IN009010101,"HASKOTE, IN",1962,4,1962-04-01,,
IN009010101,"HASKOTE, IN",1962,5,1962-05-01,,
IN009010101,"HASKOTE, IN",1962,6,1962-06-01,,
IN009010101,"HASKOTE, IN",1962,7,1962-07-01,,
IN009010101,"HASKOTE, IN",1962,8,1962-08-01,,
IN009010101,"HASKOTE, IN",1962,9,1962-09-01,,
IN009010101,"HASKOTE, IN",1962,10,1962-10-01,,
IN009010101,"HASKOTE, IN",1962,11,1962-11-01,,
IN009010101,"HASKOTE, IN",1962,12,1962-12-01,,
IN009010101,"HASKOTE, IN",1963,1,1963-01-01,,
IN009010101,"HASKOTE, IN",1963,2,1963-02-01,,
IN009010101,"HASKOTE, IN",1963,3,1963-03-01,,
IN009010101,"HASKOTE, IN",1963,4,1963-04-01,,
IN009010101,"HASKOTE, IN",1963,5,1963-05-01,,
IN009010101,"HASKOTE, IN",1963,6,1963-06-01,,
IN009010101,"HASKOTE, IN",1963,7,1963-07-01,,
IN009010101,"HASKOTE, IN",1963,8,1963-08-01,,
IN009010101,"HASKOTE, IN",1963,9,1963-09-01,,
IN009010101,"HASKOTE, IN",1963,10,1963-10-01,,
IN009010101,"HASKOTE, IN",1963,11,1963-11-01,,
IN009010101,"HASKOTE, IN",1963,12,1963-12-01,,
IN009010101,"HASKOTE, IN",1964,1,1964-01-01,,
IN009010101,"HASKOTE, IN",1964,2,1964-02-01,,
IN009010101,"HASKOTE, IN",1964,3,1964-03-01,,
IN009010101,"HASKOTE, IN",1964,4,1964-04-01,,
IN009010101,"HASKOTE, IN",1964,5,1964-05-01,,
IN009010101,"HASKOTE, IN",1964,6,1964-06-01,,
IN009010101,"HASKOTE, IN",1964,7,1964-07-01,,
IN009010101,"HASKOTE, IN",1964,8,1964-08-01,,
IN009010101,"HASKOTE, IN",1964,9,1964-09-01,,
IN009010101,"HASKOTE, IN",1964,10,1964-10-01,,
IN009010101,"HASKOTE, IN",1964,11,1964-11-01,,
IN009010101,"HASKOTE, IN",1964,12,1964-12-01,,
IN009010101,"HASKOTE, IN",1965,1,1965-01-01,,
IN009010101,"HASKOTE, IN",1965,2,1965-02-01,,
IN009010101,"HASKOTE, IN",1965,3,1965-03-01,,
IN009010101,"HASKOTE, IN",1965,4,1965-04-01,,
IN009010101,"HASKOTE, IN",1965,5,1965-05-01,,
IN009010101,"HASKOTE, IN",1965,6,1965-06-01,,
IN009010101,"HASKOTE, IN",1965,7,1965-07-01,,
IN009010101,"HASKOTE, IN",1965,8,1965-08-01,,
IN009010101,"HASKOTE, IN",1965,9,1965-09-01,,
IN009010101,"HASKOTE, IN",1965,10,1965-10-01,,
IN009010101,"HASKOTE, IN",1965,11,1965-11-01,,
IN009010101,"HASKOTE, IN",1965,12,1965-12-01,,
IN009010101,"HASKOTE, IN",1966,1,1966-01-01,,
IN009010101,"HASKOTE, IN",1966,2,1966-02-01,,
IN009010101,"HASKOTE, IN",1966,3,1966-03-01,,
IN009010101,"HASKOTE, IN",1966,4,1966-04-01,,
IN009010101,"HASKOTE, IN",1966,5,1966-05-01,,
IN009010101,"HASKOTE, IN",1966,6,1966-06-01,,
IN009010101,"HASKOTE, IN",1966,7,1966-07-01,,
IN009010101,"HASKOTE, IN",1966,8,1966-08-01,,
IN009010101,"HASKOTE, IN",1966,9,1966-09-01,,
IN009010101,"HASKOTE, IN",1966,10,1966-10-01,,
IN009010101,"HASKOTE, IN",1966,11,1966-11-01,,
IN009010101,"HASKOTE, IN",1966,12,1966-12-01,,
IN009010101,"HASKOTE, IN",1967,1,1967-01-01,,
IN009010101,"HASKOTE, IN",1967,2,1967-02-01,,
IN009010101,"HASKOTE, IN",1967,3,1967-03-01,,
IN009010101,"HASKOTE, IN",1967,4,1967-04-01,,
IN009010101,"HASKOTE, IN",1967,5,1967-05-01,,
IN009010101,"HASKOTE, IN",1967,6,1967-06-01,,
IN009010101,"HASKOTE, IN",1967,7,1967-07-01,,
IN009010101,"HASKOTE, IN",1967,8,1967-08-01,,
IN009010101,"HASKOTE, IN",1967,9,1967-09-01,,
IN009010101,"HASKOTE, IN",1967,10,1967-10-01,,
IN009010101,"HASKOTE, IN",1967,11,1967-11-01,,
IN009010101,"HASKOTE, IN",1967,12,1967-12-01,,
IN009010101,"HASKOTE, IN",1968,1,1968-01-01,,
IN009010101,"HASKOTE, IN",1968,2,1968-02-01,,
IN009010101,"HASKOTE, IN",1968,3,1968-03-01,,
IN009010101,"HASKOTE, IN",1968,4,1968-04-01,,
IN009010101,"HASKOTE, IN",1968,5,1968-05-01,,
IN009010101,"HASKOTE, IN",1968,6,1968-06-01,,
IN009010101,"HASKOTE, IN",1968,7,1968-07-01,,
IN009010101,"HASKOTE, IN",1968,8,1968-08-01,,
IN009010101,"HASKOTE, IN",1968,9,1968-09-01,,
IN009010101,"HASKOTE, IN",1968,10,1968-10-01,,
IN009010101,"HASKOTE, IN",1968,11,1968-11-01,,
IN009010101,"HASKOTE, IN",1968,12,1968-12-01,,
IN009010101,"HASKOTE, IN",1969,1,1969-01-01,,
IN009010101,"HASKOTE, IN",1969,2,1969-02-01,,
IN009010101,"HASKOTE, IN",1969,3,1969-03-01,,
IN009010101,"HASKOTE, IN",1969,4,1969-04-01,,
IN009010101,"HASKOTE, IN",1969,5,1969-05-01,,
IN009010101,"HASKOTE, IN",1969,6,1969-06-01,,
IN009010101,"HASKOTE, IN",1969,7,1969-07-01,,
IN009010101,"HASKOTE, IN",1969,8,1969-08-01,,
IN009010101,"HASKOTE, IN",1969,9,1969-09-01,,
IN009010101,"HASKOTE, IN",1969,10,1969-10-01,,
IN009010101,"HASKOTE, IN",1969,11,1969-11-01,,
IN009010101,"HASKOTE, IN",1969,12,1969-12-01,,
IN009010101,"HASKOTE, IN",1970,1,1970-01-01,,
IN009010101,"HASKOTE, IN",1970,2,1970-02-01,,
IN009010101,"HASKOTE, IN",1970,3,1970-03-01,,
IN009010101,"HASKOTE, IN",1970,4,1970-04-01,,
IN009010101,"HASKOTE, IN",1970,5,1970-05-01,,
IN009010101,"HASKOTE, IN",1970,6,1970-06-01,,
IN009010101,"HASKOTE, IN",1970,7,1970-07-01,,
IN009010101,"HASKOTE, IN",1970,8,1970-08-01,,
IN009010101,"HASKOTE, IN",1970,9,1970-09-01,,
IN009010101,"HASKOTE, IN",1970,10,1970-10-01,,
IN009010101,"HASKOTE, IN",1970,11,1970-11-01,,
IN009010101,"HASKOTE, IN",1970,12,1970-12-01,,
IN009010500,"ANEKAL, IN",1901,1,1901-01-01,,
IN009010500,"ANEKAL, IN",1901,2,1901-02-01,,
IN009010500,"ANEKAL, IN",1901,3,1901-03-01,,
IN009010500,"ANEKAL, IN",1901,4,1901-04-01,,
IN009010500,"ANEKAL, IN",1901,5,1901-05-01,,
IN009010500,"ANEKAL, IN",1901,6,1901-06-01,,
IN009010500,"ANEKAL, IN",1901,7,1901-07-01,,
IN009010500,"ANEKAL, IN",1901,8,1901-08-01,,
IN009010500,"ANEKAL, IN",1901,9,1901-09-01,,
IN009010500,"ANEKAL, IN",1901,10,1901-10-01,,
IN009010500,"ANEKAL, IN",1901,11,1901-11-01,,
IN009010500,"ANEKAL, IN",1901,12,1901-12-01,,
IN009010500,"ANEKAL, IN",1902,1,1902-01-01,,
IN009010500,"ANEKAL, IN",1902,2,1902-02-01,,
IN009010500,"ANEKAL, IN",1902,3,1902-03-01,,
IN009010500,"ANEKAL, IN",1902,4,1902-04-01,,
IN009010500,"ANEKAL, IN",1902,5,1902-05-01,,
IN009010500,"ANEKAL, IN",1902,6,1902-06-01,,
IN009010500,"ANEKAL, IN",1902,7,1902-07-01,,
IN009010500,"ANEKAL, IN",1902,8,1902-08-01,,
IN009010500,"ANEKAL, IN",1902,9,1902-09-01,,
IN009010500,"ANEKAL, IN",1902,10,1902-10-01,,
IN009010500,"ANEKAL, IN",1902,11,1902-11-01,,
IN009010500,"ANEKAL, IN",1902,12,1902-12-01,,
IN009010500,"ANEKAL, IN",1903,1,1903-01-01,,
IN009010500,"ANEKAL, IN",1903,2,1903-02-01,,
IN009010500,"ANEKAL, IN",1903,3,1903-03-01,,
IN009010500,"ANEKAL, IN",1903,4,1903-04-01,,
IN009010500,"ANEKAL, IN",1903,5,1903-05-01,,
IN009010500,"ANEKAL, IN",1903,6,1903-06-01,,
IN009010500,"ANEKAL, IN",1903,7,1903-07-01,,
IN009010500,"ANEKAL, IN",1903,8,1903-08-01,,
IN009010500,"ANEKAL, IN",1903,9,1903-09-01,,
IN009010500,"ANEKAL, IN",1903,10,1903-10-01,,
IN009010500,"ANEKAL, IN",1903,11,1903-11-01,,
IN009010500,"ANEKAL, IN",1903,12,1903-12-01,,
IN009010500,"ANEKAL, IN",1904,1,1904-01-01,,
IN009010500,"ANEKAL, IN",1904,2,1904-02-01,,
IN009010500,"ANEKAL, IN",1904,3,1904-03-01,,
IN009010500,"ANEKAL, IN",1904,4,1904-04-01,,
IN009010500,"ANEKAL, IN",1904,5,1904-05-01,,
IN009010500,"ANEKAL, IN",1904,6,1904-06-01,,
IN009010500,"ANEKAL, IN",1904,7,1904-07-01,,
IN009010500,"ANEKAL, IN",1904,8,1904-08-01,,
IN009010500,"ANEKAL, IN",1904,9,1904-09-01,,
IN009010500,"ANEKAL, IN",1904,10,1904-10-01,,
IN009010500,"ANEKAL, IN",1904,11,1904-11-01,,
IN009010500,"ANEKAL, IN",1904,12,1904-12-01,,
IN009010500,"ANEKAL, IN",1905,1,1905-01-01,,
IN009010500,"ANEKAL, IN",1905,2,1905-02-01,,
IN009010500,"ANEKAL, IN",1905,3,1905-03-01,,
IN009010500,"ANEKAL, IN",1905,4,1905-04-01,,
IN009010500,"ANEKAL, IN",1905,5,1905-05-01,,
IN009010500,"ANEKAL, IN",1905,6,1905-06-01,,
IN009010500,"ANEKAL, IN",1905,7,1905-07-01,,
IN009010500,"ANEKAL, IN",1905,8,1905-08-01,,
IN009010500,"ANEKAL, IN",1905,9,1905-09-01,,
IN009010500,"ANEKAL, IN",1905,10,1905-10-01,,
IN009010500,"ANEKAL, IN",1905,11,1905-11-01,,
IN009010500,"ANEKAL, IN",1905,12,1905-12-01,,
IN009010500,"ANEKAL, IN",1906,1,1906-01-01,,
